device_timestamp,zone,handheld,operator,reading_c
2026-06-19T09:15:00Z,A,HH-1,p.novak,2.7
2026-06-19T09:21:00Z,C,HH-1,p.novak,-19.5
2026-06-19T09:28:00Z,D,HH-1,p.novak,-27.0
2026-06-19T09:42:00Z,E,HH-1,p.novak,-19.6
2026-06-19T10:19:00Z,A,HH-2,p.dubois,7.0
2026-06-19T10:31:00Z,C,HH-2,p.dubois,-19.5
2026-06-19T10:43:00Z,D,HH-2,p.dubois,-27.3
2026-06-22T07:51:00Z,A,HH-1,p.novak,4.4
2026-06-22T07:59:00Z,C,HH-1,p.novak,-19.1
2026-06-22T08:10:00Z,D,HH-1,p.novak,-28.0
2026-06-22T08:17:00Z,E,HH-1,p.novak,-19.2
2026-06-22T08:53:00Z,C,HH-2,p.dubois,-20.1
2026-06-22T08:57:00Z,E,HH-2,p.dubois,-19.3
2026-06-22T09:11:00Z,D,HH-2,p.dubois,-28.8
2026-06-23T10:39:00Z,A,HH-1,p.novak,2.2
2026-06-23T10:39:00Z,D,HH-2,p.dubois,-28.7
2026-06-23T10:48:00Z,C,HH-2,p.dubois,-18.4
2026-06-23T10:49:00Z,C,HH-1,p.novak,-19.2
2026-06-23T10:59:00Z,A,HH-2,p.dubois,3.2
2026-06-23T11:01:00Z,D,HH-1,p.novak,-29.9
2026-06-23T11:06:00Z,E,HH-1,p.novak,-20.6
2026-06-24T09:08:00Z,A,HH-1,p.novak,8.7
2026-06-24T09:14:00Z,C,HH-1,p.novak,-19.9
2026-06-24T09:19:00Z,D,HH-1,p.novak,-28.2
2026-06-24T09:31:00Z,E,HH-1,p.novak,-20.6
2026-06-24T11:24:00Z,C,HH-2,p.dubois,-18.4
2026-06-24T11:32:00Z,D,HH-2,p.dubois,-29.4
2026-06-24T11:42:00Z,A,HH-2,p.dubois,6.5
2026-06-25T08:21:00Z,E,HH-2,p.dubois,-19.7
2026-06-25T08:29:00Z,D,HH-2,p.dubois,-27.9
2026-06-25T08:37:00Z,C,HH-2,p.dubois,-18.8
2026-06-25T09:06:00Z,A,HH-1,p.novak,3.9
2026-06-25T09:19:00Z,C,HH-1,p.novak,-19.7
2026-06-25T09:24:00Z,D,HH-1,p.novak,-28.4
2026-06-25T09:33:00Z,E,HH-1,p.novak,-12.9
2026-06-26T11:05:00Z,A,HH-1,p.novak,5.1
2026-06-26T11:14:00Z,C,HH-1,p.novak,-20.5
2026-06-26T11:23:00Z,D,HH-1,p.novak,-31.1
2026-06-26T11:27:00Z,E,HH-1,p.novak,-20.6
2026-06-26T11:43:00Z,A,HH-2,p.dubois,5.4
2026-06-26T11:54:00Z,C,HH-2,p.dubois,-18.5
2026-06-26T12:07:00Z,D,HH-2,p.dubois,-31.1
2026-06-29T08:45:00Z,A,HH-1,p.novak,3.9
2026-06-29T08:54:00Z,C,HH-1,p.novak,-20.2
2026-06-29T09:07:00Z,D,HH-1,p.novak,-25.3
2026-06-29T09:21:00Z,E,HH-1,p.novak,-15.5
2026-06-29T11:59:00Z,C,HH-2,p.dubois,-19.7
2026-06-29T12:12:00Z,E,HH-2,p.dubois,-19.8
2026-06-29T12:25:00Z,A,HH-2,p.dubois,3.1
2026-06-30T08:02:00Z,C,HH-2,p.dubois,-19.0
2026-06-30T08:07:00Z,A,HH-2,p.dubois,5.3
2026-06-30T08:20:00Z,D,HH-2,p.dubois,-23.2
2026-06-30T08:37:00Z,A,HH-1,p.novak,3.5
2026-06-30T08:46:00Z,C,HH-1,p.novak,-20.9
2026-06-30T08:55:00Z,D,HH-1,p.novak,-23.5
2026-06-30T09:03:00Z,E,HH-1,p.novak,-13.3
2026-07-01T07:33:00Z,A,HH-1,p.novak,5.6
2026-07-01T07:37:00Z,C,HH-1,p.novak,-19.6
2026-07-01T07:38:00Z,D,HH-2,p.dubois,-24.5
2026-07-01T07:42:00Z,D,HH-1,p.novak,-25.2
2026-07-01T07:42:00Z,C,HH-2,p.dubois,-19.1
2026-07-01T07:55:00Z,E,HH-1,p.novak,-20.9
2026-07-01T07:55:00Z,E,HH-2,p.dubois,-20.1
2026-07-02T09:26:00Z,C,HH-2,p.dubois,-18.6
2026-07-02T09:35:00Z,A,HH-2,p.dubois,8.0
2026-07-02T09:44:00Z,D,HH-2,p.dubois,-27.7
2026-07-02T09:47:00Z,A,HH-1,p.novak,6.8
2026-07-02T09:53:00Z,C,HH-1,p.novak,-20.0
2026-07-02T09:57:00Z,D,HH-1,p.novak,-28.7
2026-07-02T10:08:00Z,E,HH-1,p.novak,-19.7
2026-07-03T10:05:00Z,E,HH-2,p.dubois,-19.6
2026-07-03T10:17:00Z,D,HH-2,p.dubois,-28.5
2026-07-03T10:26:00Z,C,HH-2,p.dubois,-19.6
2026-07-03T10:54:00Z,A,HH-1,p.novak,3.1
2026-07-03T10:59:00Z,C,HH-1,p.novak,-20.4
2026-07-03T11:03:00Z,D,HH-1,p.novak,-29.0
2026-07-03T11:09:00Z,E,HH-1,p.novak,-20.0
