# export 2026-07-04T00:00:00Z from NVR-1; motion index per camera; retention 7 days (older footage overwritten)
timestamp,camera,motion_score
2026-06-28T21:35:00Z,CORR-C,8
2026-06-28T21:50:00Z,CORR-A,19
2026-06-28T22:05:00Z,CORR-E,5
2026-06-28T22:14:00Z,CORR-F,7
2026-06-28T22:34:00Z,CORR-D,8
2026-06-28T23:27:00Z,CORR-C,18
2026-06-28T23:39:00Z,CORR-A,18
2026-06-28T23:50:00Z,CORR-F,15
2026-06-29T00:09:00Z,CORR-A,37
2026-06-29T00:17:00Z,CORR-B,10
2026-06-29T01:13:00Z,CORR-F,79
2026-06-29T01:57:00Z,CORR-F,8
2026-06-29T02:24:00Z,CORR-B,17
2026-06-29T02:26:00Z,CORR-A,16
2026-06-29T03:12:00Z,CORR-D,5
2026-06-29T03:45:00Z,CORR-F,15
2026-06-29T04:17:00Z,CORR-F,14
2026-06-29T04:56:00Z,CORR-D,11
2026-06-29T05:25:00Z,CORR-E,19
2026-06-29T07:07:00Z,CORR-A,89
2026-06-29T07:07:00Z,CORR-E,38
2026-06-29T07:07:00Z,CORR-F,59
2026-06-29T07:11:00Z,CORR-E,40
2026-06-29T07:12:00Z,CORR-A,79
2026-06-29T07:14:00Z,CORR-F,57
2026-06-29T07:17:00Z,CORR-A,84
2026-06-29T07:53:00Z,CORR-A,13
2026-06-29T08:09:00Z,CORR-A,14
2026-06-29T08:09:00Z,CORR-C,67
2026-06-29T08:09:00Z,CORR-E,85
2026-06-29T08:10:00Z,CORR-D,62
2026-06-29T08:12:00Z,CORR-A,84
2026-06-29T08:12:00Z,CORR-F,51
2026-06-29T08:15:00Z,CORR-D,87
2026-06-29T08:15:00Z,CORR-E,37
2026-06-29T08:19:00Z,CORR-D,53
2026-06-29T08:20:00Z,CORR-F,59
2026-06-29T08:37:00Z,CORR-D,5
2026-06-29T08:41:00Z,CORR-A,42
2026-06-29T08:41:00Z,CORR-D,53
2026-06-29T08:42:00Z,CORR-F,78
2026-06-29T08:46:00Z,CORR-C,82
2026-06-29T08:47:00Z,CORR-A,77
2026-06-29T08:47:00Z,CORR-B,70
2026-06-29T08:47:00Z,CORR-D,61
2026-06-29T08:48:00Z,CORR-F,61
2026-06-29T08:51:00Z,CORR-F,42
2026-06-29T08:52:00Z,CORR-C,74
2026-06-29T08:53:00Z,CORR-A,40
2026-06-29T08:58:00Z,CORR-E,16
2026-06-29T08:59:00Z,CORR-A,63
2026-06-29T08:59:00Z,CORR-F,69
2026-06-29T09:05:00Z,CORR-D,84
2026-06-29T09:12:00Z,CORR-B,86
2026-06-29T09:17:00Z,CORR-B,43
2026-06-29T09:17:00Z,CORR-E,71
2026-06-29T09:25:00Z,CORR-B,5
2026-06-29T10:25:00Z,CORR-F,5
2026-06-29T10:28:00Z,CORR-C,19
2026-06-29T10:31:00Z,CORR-C,13
2026-06-29T10:49:00Z,CORR-F,17
2026-06-29T11:07:00Z,CORR-B,52
2026-06-29T11:11:00Z,CORR-B,51
2026-06-29T11:17:00Z,CORR-B,62
2026-06-29T11:22:00Z,CORR-B,45
2026-06-29T11:30:00Z,CORR-B,56
2026-06-29T11:35:00Z,CORR-B,73
2026-06-29T11:37:00Z,CORR-B,49
2026-06-29T11:42:00Z,CORR-B,36
2026-06-29T11:46:00Z,CORR-B,83
2026-06-29T11:53:00Z,CORR-C,40
2026-06-29T12:09:00Z,CORR-B,50
2026-06-29T12:09:00Z,CORR-E,56
2026-06-29T12:11:00Z,CORR-B,43
2026-06-29T12:15:00Z,CORR-D,5
2026-06-29T12:16:00Z,CORR-B,52
2026-06-29T12:24:00Z,CORR-A,89
2026-06-29T12:24:00Z,CORR-B,63
2026-06-29T12:31:00Z,CORR-B,79
2026-06-29T12:39:00Z,CORR-B,57
2026-06-29T12:39:00Z,CORR-F,55
2026-06-29T12:43:00Z,CORR-B,70
2026-06-29T12:46:00Z,CORR-B,49
2026-06-29T13:13:00Z,CORR-F,17
2026-06-29T13:30:00Z,CORR-D,5
2026-06-29T13:34:00Z,CORR-D,11
2026-06-29T13:40:00Z,CORR-F,10
2026-06-29T14:36:00Z,CORR-C,5
2026-06-29T15:42:00Z,CORR-D,88
2026-06-29T15:47:00Z,CORR-D,36
2026-06-29T15:51:00Z,CORR-E,10
2026-06-29T15:54:00Z,CORR-D,80
2026-06-29T15:57:00Z,CORR-D,40
2026-06-29T15:58:00Z,CORR-E,12
2026-06-29T17:17:00Z,CORR-B,13
2026-06-29T17:24:00Z,CORR-A,5
2026-06-29T17:40:00Z,CORR-E,12
2026-06-29T18:04:00Z,CORR-E,13
2026-06-29T18:11:00Z,CORR-C,18
2026-06-29T18:51:00Z,CORR-C,42
2026-06-29T18:52:00Z,CORR-E,56
2026-06-29T18:55:00Z,CORR-B,72
2026-06-29T18:56:00Z,CORR-C,53
2026-06-29T18:58:00Z,CORR-A,79
2026-06-29T18:58:00Z,CORR-B,57
2026-06-29T18:59:00Z,CORR-D,38
2026-06-29T19:01:00Z,CORR-A,78
2026-06-29T19:01:00Z,CORR-D,70
2026-06-29T19:03:00Z,CORR-F,84
2026-06-29T19:06:00Z,CORR-F,56
2026-06-29T20:25:00Z,CORR-C,6
2026-06-29T21:28:00Z,CORR-C,18
2026-06-29T21:31:00Z,CORR-E,14
2026-06-29T21:42:00Z,CORR-A,18
2026-06-29T21:52:00Z,CORR-E,7
2026-06-29T22:04:00Z,CORR-B,14
2026-06-29T22:10:00Z,CORR-B,19
2026-06-29T22:29:00Z,CORR-C,6
2026-06-29T22:30:00Z,CORR-A,10
2026-06-29T22:45:00Z,CORR-B,7
2026-06-29T23:13:00Z,CORR-E,12
2026-06-29T23:29:00Z,CORR-A,7
2026-06-30T00:13:00Z,CORR-C,18
2026-06-30T00:32:00Z,CORR-D,12
2026-06-30T00:56:00Z,CORR-D,16
2026-06-30T01:51:00Z,CORR-F,16
2026-06-30T02:03:00Z,CORR-C,74
2026-06-30T03:25:00Z,CORR-A,17
2026-06-30T03:55:00Z,CORR-E,54
2026-06-30T04:36:00Z,CORR-A,13
2026-06-30T04:48:00Z,CORR-E,19
2026-06-30T05:02:00Z,CORR-C,19
2026-06-30T05:48:00Z,CORR-B,5
2026-06-30T07:10:00Z,CORR-E,8
2026-06-30T07:11:00Z,CORR-E,9
2026-06-30T07:24:00Z,CORR-A,16
2026-06-30T07:45:00Z,CORR-D,10
2026-06-30T07:57:00Z,CORR-C,53
2026-06-30T08:00:00Z,CORR-B,13
2026-06-30T08:02:00Z,CORR-A,41
2026-06-30T08:08:00Z,CORR-D,86
2026-06-30T08:14:00Z,CORR-D,88
2026-06-30T08:17:00Z,CORR-D,78
2026-06-30T08:21:00Z,CORR-D,40
2026-06-30T08:35:00Z,CORR-A,40
2026-06-30T08:36:00Z,CORR-E,71
2026-06-30T08:39:00Z,CORR-D,56
2026-06-30T08:40:00Z,CORR-F,77
2026-06-30T08:44:00Z,CORR-C,46
2026-06-30T08:44:00Z,CORR-E,62
2026-06-30T08:45:00Z,CORR-A,75
2026-06-30T08:45:00Z,CORR-F,65
2026-06-30T08:46:00Z,CORR-E,36
2026-06-30T08:50:00Z,CORR-C,66
2026-06-30T08:55:00Z,CORR-D,51
2026-06-30T08:56:00Z,CORR-E,74
2026-06-30T08:59:00Z,CORR-F,11
2026-06-30T09:12:00Z,CORR-A,15
2026-06-30T09:15:00Z,CORR-F,16
2026-06-30T09:37:00Z,CORR-A,18
2026-06-30T09:47:00Z,CORR-D,51
2026-06-30T09:49:00Z,CORR-A,61
2026-06-30T09:50:00Z,CORR-E,61
2026-06-30T09:55:00Z,CORR-E,61
2026-06-30T10:06:00Z,CORR-C,58
2026-06-30T10:08:00Z,CORR-F,56
2026-06-30T10:11:00Z,CORR-F,67
2026-06-30T10:14:00Z,CORR-C,84
2026-06-30T10:14:00Z,CORR-E,37
2026-06-30T10:15:00Z,CORR-B,58
2026-06-30T10:18:00Z,CORR-C,70
2026-06-30T11:31:00Z,CORR-D,74
2026-06-30T11:39:00Z,CORR-D,57
2026-06-30T11:44:00Z,CORR-D,56
2026-06-30T11:49:00Z,CORR-D,45
2026-06-30T12:01:00Z,CORR-E,43
2026-06-30T12:06:00Z,CORR-C,66
2026-06-30T12:08:00Z,CORR-B,74
2026-06-30T12:08:00Z,CORR-E,80
2026-06-30T12:12:00Z,CORR-C,75
2026-06-30T12:58:00Z,CORR-E,9
2026-06-30T13:12:00Z,CORR-A,7
2026-06-30T13:34:00Z,CORR-B,11
2026-06-30T13:59:00Z,CORR-B,7
2026-06-30T14:01:00Z,CORR-D,14
2026-06-30T14:28:00Z,CORR-C,15
2026-06-30T14:30:00Z,CORR-B,68
2026-06-30T14:33:00Z,CORR-E,12
2026-06-30T14:34:00Z,CORR-B,51
2026-06-30T14:56:00Z,CORR-C,11
2026-06-30T16:15:00Z,CORR-F,17
2026-06-30T16:35:00Z,CORR-D,19
2026-06-30T16:50:00Z,CORR-E,7
2026-06-30T18:01:00Z,CORR-F,88
2026-06-30T18:04:00Z,CORR-C,37
2026-06-30T18:06:00Z,CORR-F,48
2026-06-30T18:10:00Z,CORR-E,74
2026-06-30T18:13:00Z,CORR-E,48
2026-06-30T18:15:00Z,CORR-B,9
2026-06-30T19:22:00Z,CORR-C,62
2026-06-30T19:22:00Z,CORR-F,79
2026-06-30T19:26:00Z,CORR-D,70
2026-06-30T19:27:00Z,CORR-A,45
2026-06-30T19:29:00Z,CORR-F,38
2026-06-30T19:30:00Z,CORR-C,71
2026-06-30T19:33:00Z,CORR-D,37
2026-06-30T19:40:00Z,CORR-A,5
2026-06-30T20:02:00Z,CORR-E,55
2026-06-30T20:03:00Z,CORR-D,40
2026-06-30T20:06:00Z,CORR-A,62
2026-06-30T20:07:00Z,CORR-E,82
2026-06-30T20:08:00Z,CORR-F,53
2026-06-30T20:09:00Z,CORR-C,45
2026-06-30T20:11:00Z,CORR-C,83
2026-06-30T20:11:00Z,CORR-F,68
2026-06-30T20:17:00Z,CORR-F,57
2026-06-30T20:18:00Z,CORR-B,55
2026-06-30T20:20:00Z,CORR-C,66
2026-06-30T20:50:00Z,CORR-B,19
2026-06-30T21:06:00Z,CORR-B,8
2026-06-30T23:45:00Z,CORR-B,7
2026-06-30T23:49:00Z,CORR-D,53
2026-07-01T02:15:00Z,CORR-A,17
2026-07-01T03:45:00Z,CORR-E,67
2026-07-01T03:46:00Z,CORR-B,11
2026-07-01T03:56:00Z,CORR-D,6
2026-07-01T07:12:00Z,CORR-B,13
2026-07-01T07:22:00Z,CORR-C,8
2026-07-01T07:27:00Z,CORR-A,65
2026-07-01T07:31:00Z,CORR-D,69
2026-07-01T07:34:00Z,CORR-C,78
2026-07-01T07:39:00Z,CORR-C,50
2026-07-01T07:39:00Z,CORR-D,79
2026-07-01T07:41:00Z,CORR-E,17
2026-07-01T07:50:00Z,CORR-A,7
2026-07-01T07:55:00Z,CORR-E,63
2026-07-01T09:04:00Z,CORR-C,37
2026-07-01T09:07:00Z,CORR-F,62
2026-07-01T09:08:00Z,CORR-C,69
2026-07-01T09:08:00Z,CORR-D,55
2026-07-01T09:10:00Z,CORR-A,85
2026-07-01T09:11:00Z,CORR-A,51
2026-07-01T09:14:00Z,CORR-D,43
2026-07-01T09:15:00Z,CORR-F,67
2026-07-01T09:33:00Z,CORR-D,88
2026-07-01T09:37:00Z,CORR-D,46
2026-07-01T09:42:00Z,CORR-D,50
2026-07-01T09:46:00Z,CORR-D,61
2026-07-01T09:53:00Z,CORR-D,64
2026-07-01T10:07:00Z,CORR-F,8
2026-07-01T10:09:00Z,CORR-A,18
2026-07-01T10:40:00Z,CORR-D,15
2026-07-01T11:02:00Z,CORR-E,17
2026-07-01T11:10:00Z,CORR-C,7
2026-07-01T12:01:00Z,CORR-F,81
2026-07-01T12:03:00Z,CORR-A,85
2026-07-01T12:07:00Z,CORR-F,43
2026-07-01T12:08:00Z,CORR-C,51
2026-07-01T12:09:00Z,CORR-A,48
2026-07-01T12:11:00Z,CORR-C,72
2026-07-01T12:15:00Z,CORR-E,39
2026-07-01T12:16:00Z,CORR-C,48
2026-07-01T12:42:00Z,CORR-C,43
2026-07-01T12:42:00Z,CORR-F,84
2026-07-01T12:44:00Z,CORR-B,41
2026-07-01T12:44:00Z,CORR-E,86
2026-07-01T12:46:00Z,CORR-B,40
2026-07-01T12:46:00Z,CORR-F,66
2026-07-01T12:49:00Z,CORR-C,73
2026-07-01T12:49:00Z,CORR-E,46
2026-07-01T12:52:00Z,CORR-E,42
2026-07-01T12:55:00Z,CORR-C,55
2026-07-01T14:15:00Z,CORR-B,16
2026-07-01T14:29:00Z,CORR-E,8
2026-07-01T14:50:00Z,CORR-E,8
2026-07-01T15:42:00Z,CORR-B,19
2026-07-01T16:26:00Z,CORR-B,59
2026-07-01T16:27:00Z,CORR-A,88
2026-07-01T16:29:00Z,CORR-C,66
2026-07-01T16:31:00Z,CORR-A,50
2026-07-01T16:34:00Z,CORR-B,61
2026-07-01T16:34:00Z,CORR-C,59
2026-07-01T16:38:00Z,CORR-F,69
2026-07-01T16:40:00Z,CORR-B,44
2026-07-01T16:40:00Z,CORR-C,36
2026-07-01T17:52:00Z,CORR-F,19
2026-07-01T18:07:00Z,CORR-A,42
2026-07-01T18:08:00Z,CORR-F,78
2026-07-01T18:09:00Z,CORR-E,41
2026-07-01T18:11:00Z,CORR-C,59
2026-07-01T18:11:00Z,CORR-F,84
2026-07-01T18:13:00Z,CORR-E,45
2026-07-01T18:16:00Z,CORR-E,47
2026-07-01T18:17:00Z,CORR-F,37
2026-07-01T19:58:00Z,CORR-C,72
2026-07-01T20:00:00Z,CORR-F,55
2026-07-01T20:01:00Z,CORR-A,49
2026-07-01T20:05:00Z,CORR-B,69
2026-07-01T20:06:00Z,CORR-A,48
2026-07-01T20:41:00Z,CORR-B,79
2026-07-01T20:44:00Z,CORR-C,76
2026-07-01T20:44:00Z,CORR-F,67
2026-07-01T20:46:00Z,CORR-F,86
2026-07-01T20:47:00Z,CORR-D,79
2026-07-01T20:49:00Z,CORR-A,15
2026-07-01T20:49:00Z,CORR-C,54
2026-07-01T20:52:00Z,CORR-C,79
2026-07-01T20:55:00Z,CORR-D,84
2026-07-01T21:08:00Z,CORR-C,17
2026-07-01T21:08:00Z,CORR-E,16
2026-07-01T21:31:00Z,CORR-B,18
2026-07-01T21:41:00Z,CORR-A,10
2026-07-01T22:37:00Z,CORR-D,9
2026-07-01T22:52:00Z,CORR-E,11
2026-07-01T23:54:00Z,CORR-E,35
2026-07-02T00:09:00Z,CORR-B,6
2026-07-02T00:44:00Z,CORR-B,6
2026-07-02T01:26:00Z,CORR-F,77
2026-07-02T01:41:00Z,CORR-E,69
2026-07-02T01:49:00Z,CORR-E,54
2026-07-02T01:53:00Z,CORR-E,55
2026-07-02T01:59:00Z,CORR-E,55
2026-07-02T02:01:00Z,CORR-F,18
2026-07-02T02:03:00Z,CORR-E,78
2026-07-02T02:08:00Z,CORR-E,85
2026-07-02T02:12:00Z,CORR-E,54
2026-07-02T02:16:00Z,CORR-E,42
2026-07-02T02:24:00Z,CORR-E,87
2026-07-02T02:36:00Z,CORR-B,18
2026-07-02T03:06:00Z,CORR-E,15
2026-07-02T03:30:00Z,CORR-C,8
2026-07-02T04:37:00Z,CORR-B,19
2026-07-02T06:18:00Z,CORR-B,9
2026-07-02T07:07:00Z,CORR-C,9
2026-07-02T07:44:00Z,CORR-B,58
2026-07-02T07:47:00Z,CORR-B,75
2026-07-02T07:47:00Z,CORR-D,38
2026-07-02T07:48:00Z,CORR-E,43
2026-07-02T07:52:00Z,CORR-E,57
2026-07-02T07:53:00Z,CORR-F,74
2026-07-02T07:55:00Z,CORR-D,51
2026-07-02T07:56:00Z,CORR-F,64
2026-07-02T07:58:00Z,CORR-E,62
2026-07-02T08:22:00Z,CORR-F,11
2026-07-02T09:25:00Z,CORR-C,61
2026-07-02T09:32:00Z,CORR-A,57
2026-07-02T09:39:00Z,CORR-D,64
2026-07-02T09:41:00Z,CORR-A,63
2026-07-02T09:47:00Z,CORR-C,35
2026-07-02T09:52:00Z,CORR-D,62
2026-07-02T10:01:00Z,CORR-E,75
2026-07-02T10:13:00Z,CORR-F,74
2026-07-02T10:15:00Z,CORR-B,55
2026-07-02T10:15:00Z,CORR-C,78
2026-07-02T10:16:00Z,CORR-C,78
2026-07-02T10:17:00Z,CORR-B,86
2026-07-02T10:19:00Z,CORR-E,83
2026-07-02T10:19:00Z,CORR-F,79
2026-07-02T10:21:00Z,CORR-B,55
2026-07-02T10:21:00Z,CORR-E,63
2026-07-02T10:24:00Z,CORR-F,80
2026-07-02T11:12:00Z,CORR-E,17
2026-07-02T11:20:00Z,CORR-D,61
2026-07-02T11:21:00Z,CORR-D,71
2026-07-02T11:29:00Z,CORR-D,64
2026-07-02T12:29:00Z,CORR-F,13
2026-07-02T12:47:00Z,CORR-E,18
2026-07-02T13:10:00Z,CORR-C,14
2026-07-02T14:40:00Z,CORR-C,18
2026-07-02T15:33:00Z,CORR-B,79
2026-07-02T15:36:00Z,CORR-E,16
2026-07-02T15:37:00Z,CORR-B,65
2026-07-02T15:39:00Z,CORR-D,8
2026-07-02T15:41:00Z,CORR-B,79
2026-07-02T15:47:00Z,CORR-B,51
2026-07-02T15:47:00Z,CORR-E,9
2026-07-02T15:52:00Z,CORR-B,51
2026-07-02T15:53:00Z,CORR-C,18
2026-07-02T16:16:00Z,CORR-D,87
2026-07-02T16:16:00Z,CORR-E,61
2026-07-02T16:20:00Z,CORR-A,45
2026-07-02T16:20:00Z,CORR-C,79
2026-07-02T16:23:00Z,CORR-B,85
2026-07-02T16:24:00Z,CORR-A,59
2026-07-02T16:25:00Z,CORR-D,87
2026-07-02T16:27:00Z,CORR-A,84
2026-07-02T16:27:00Z,CORR-B,62
2026-07-02T17:22:00Z,CORR-B,14
2026-07-02T17:59:00Z,CORR-E,17
2026-07-02T18:32:00Z,CORR-F,13
2026-07-02T19:06:00Z,CORR-A,82
2026-07-02T19:11:00Z,CORR-A,55
2026-07-02T19:20:00Z,CORR-F,57
2026-07-02T19:41:00Z,CORR-D,12
2026-07-02T20:12:00Z,CORR-C,42
2026-07-02T20:14:00Z,CORR-D,62
2026-07-02T20:15:00Z,CORR-F,43
2026-07-02T20:16:00Z,CORR-C,61
2026-07-02T20:16:00Z,CORR-F,70
2026-07-02T20:17:00Z,CORR-B,89
2026-07-02T20:18:00Z,CORR-E,85
2026-07-02T20:20:00Z,CORR-D,48
2026-07-02T20:22:00Z,CORR-B,81
2026-07-02T20:22:00Z,CORR-E,69
2026-07-02T20:23:00Z,CORR-F,74
2026-07-02T21:01:00Z,CORR-B,7
2026-07-02T21:10:00Z,CORR-D,8
2026-07-02T21:49:00Z,CORR-E,15
2026-07-02T21:50:00Z,CORR-C,18
2026-07-02T22:51:00Z,CORR-F,7
2026-07-02T22:52:00Z,CORR-C,15
2026-07-02T23:20:00Z,CORR-A,6
2026-07-02T23:24:00Z,CORR-E,7
2026-07-02T23:24:00Z,CORR-F,72
2026-07-03T01:10:00Z,CORR-D,7
2026-07-03T01:39:00Z,CORR-E,18
2026-07-03T02:55:00Z,CORR-D,46
2026-07-03T03:18:00Z,CORR-A,9
2026-07-03T03:59:00Z,CORR-D,18
2026-07-03T04:42:00Z,CORR-D,19
2026-07-03T05:27:00Z,CORR-A,6
2026-07-03T05:48:00Z,CORR-C,5
2026-07-03T07:21:00Z,CORR-E,10
2026-07-03T07:36:00Z,CORR-A,19
2026-07-03T08:05:00Z,CORR-A,15
2026-07-03T08:07:00Z,CORR-B,84
2026-07-03T08:08:00Z,CORR-E,88
2026-07-03T08:08:00Z,CORR-F,85
2026-07-03T08:09:00Z,CORR-D,76
2026-07-03T08:11:00Z,CORR-E,53
2026-07-03T08:14:00Z,CORR-F,58
2026-07-03T08:19:00Z,CORR-F,45
2026-07-03T09:11:00Z,CORR-E,48
2026-07-03T09:11:00Z,CORR-F,37
2026-07-03T09:12:00Z,CORR-C,89
2026-07-03T09:13:00Z,CORR-B,48
2026-07-03T09:17:00Z,CORR-E,76
2026-07-03T09:19:00Z,CORR-C,47
2026-07-03T09:20:00Z,CORR-B,44
2026-07-03T09:23:00Z,CORR-E,70
2026-07-03T09:46:00Z,CORR-B,18
2026-07-03T09:50:00Z,CORR-F,17
2026-07-03T10:05:00Z,CORR-E,39
2026-07-03T10:13:00Z,CORR-D,69
2026-07-03T10:23:00Z,CORR-C,67
2026-07-03T10:50:00Z,CORR-A,74
2026-07-03T10:53:00Z,CORR-C,47
2026-07-03T10:55:00Z,CORR-D,11
2026-07-03T10:58:00Z,CORR-D,64
2026-07-03T11:01:00Z,CORR-E,84
2026-07-03T11:02:00Z,CORR-A,83
2026-07-03T11:06:00Z,CORR-C,43
2026-07-03T11:06:00Z,CORR-F,86
2026-07-03T11:08:00Z,CORR-A,72
2026-07-03T11:09:00Z,CORR-B,41
2026-07-03T11:11:00Z,CORR-D,83
2026-07-03T11:11:00Z,CORR-F,77
2026-07-03T11:12:00Z,CORR-C,82
2026-07-03T11:15:00Z,CORR-B,74
2026-07-03T11:19:00Z,CORR-B,71
2026-07-03T11:27:00Z,CORR-F,41
2026-07-03T11:29:00Z,CORR-E,70
2026-07-03T11:31:00Z,CORR-E,74
2026-07-03T11:33:00Z,CORR-A,61
2026-07-03T11:34:00Z,CORR-F,39
2026-07-03T11:35:00Z,CORR-B,53
2026-07-03T11:36:00Z,CORR-B,40
2026-07-03T11:38:00Z,CORR-A,82
2026-07-03T11:40:00Z,CORR-F,47
2026-07-03T11:41:00Z,CORR-F,89
2026-07-03T11:44:00Z,CORR-B,79
2026-07-03T11:55:00Z,CORR-F,16
2026-07-03T12:05:00Z,CORR-F,8
2026-07-03T12:24:00Z,CORR-D,7
2026-07-03T12:31:00Z,CORR-D,82
2026-07-03T12:40:00Z,CORR-C,6
2026-07-03T13:09:00Z,CORR-E,17
2026-07-03T13:28:00Z,CORR-F,14
2026-07-03T14:41:00Z,CORR-A,56
2026-07-03T14:42:00Z,CORR-C,89
2026-07-03T14:42:00Z,CORR-D,61
2026-07-03T14:44:00Z,CORR-B,37
2026-07-03T14:46:00Z,CORR-B,48
2026-07-03T14:47:00Z,CORR-C,72
2026-07-03T14:47:00Z,CORR-D,55
2026-07-03T14:49:00Z,CORR-A,72
2026-07-03T14:49:00Z,CORR-F,61
