timestamp,panel,kwh_15min,panel_room_temp_c
2026-06-04T18:30:00Z,P2,3.916,16.7
2026-06-04T18:30:00Z,P3,4.121,16.7
2026-06-04T18:45:00Z,P1,3.135,16.3
2026-06-04T18:45:00Z,P2,1.845,16.3
2026-06-04T18:45:00Z,P3,4.114,16.3
2026-06-04T19:00:00Z,P1,0.751,16.3
2026-06-04T19:00:00Z,P2,1.650,16.3
2026-06-04T19:00:00Z,P3,4.131,16.3
2026-06-04T19:15:00Z,P1,0.349,16.3
2026-06-04T19:15:00Z,P2,2.666,16.3
2026-06-04T19:15:00Z,P3,4.122,16.3
2026-06-04T19:30:00Z,P1,1.808,15.3
2026-06-04T19:30:00Z,P2,3.728,15.3
2026-06-04T19:30:00Z,P3,4.093,15.3
2026-06-04T19:45:00Z,P1,0.665,15.7
2026-06-04T19:45:00Z,P2,1.733,15.7
2026-06-04T19:45:00Z,P3,4.077,15.7
2026-06-04T20:00:00Z,P1,2.288,15.6
2026-06-04T20:00:00Z,P2,1.657,15.6
2026-06-04T20:00:00Z,P3,3.302,15.6
2026-06-04T20:15:00Z,P1,3.588,15.3
2026-06-04T20:15:00Z,P2,2.493,15.3
2026-06-04T20:15:00Z,P3,2.103,15.3
2026-06-04T20:30:00Z,P1,2.035,14.9
2026-06-04T20:30:00Z,P2,3.574,14.9
2026-06-04T20:30:00Z,P3,2.105,14.9
2026-06-04T20:45:00Z,P1,1.604,14.9
2026-06-04T20:45:00Z,P2,4.186,14.9
2026-06-04T20:45:00Z,P3,0.898,14.9
2026-06-04T21:00:00Z,P1,2.511,14.3
2026-06-04T21:00:00Z,P2,4.210,14.3
2026-06-04T21:00:00Z,P3,0.374,14.3
2026-06-04T21:15:00Z,P1,2.542,14.3
2026-06-04T21:15:00Z,P2,3.917,14.3
2026-06-04T21:15:00Z,P3,0.372,14.3
2026-06-04T21:30:00Z,P1,1.616,14.3
2026-06-04T21:30:00Z,P2,3.883,14.3
2026-06-04T21:30:00Z,P3,0.401,14.3
2026-06-04T21:45:00Z,P1,2.431,14.0
2026-06-04T21:45:00Z,P2,3.905,14.0
2026-06-04T21:45:00Z,P3,0.331,14.0
2026-06-04T22:00:00Z,P1,2.563,13.7
2026-06-04T22:00:00Z,P2,3.866,13.7
2026-06-04T22:00:00Z,P3,0.366,13.7
2026-06-04T22:15:00Z,P1,1.641,13.9
2026-06-04T22:15:00Z,P2,2.986,13.9
2026-06-04T22:15:00Z,P3,0.270,13.9
2026-06-04T22:30:00Z,P1,2.571,13.3
2026-06-04T22:30:00Z,P2,1.731,13.3
2026-06-04T22:30:00Z,P3,0.381,13.3
2026-06-04T22:45:00Z,P1,2.295,13.4
2026-06-04T22:45:00Z,P2,1.673,13.4
2026-06-04T22:45:00Z,P3,0.368,13.4
2026-06-04T23:00:00Z,P1,0.356,13.4
2026-06-04T23:00:00Z,P2,3.174,13.4
2026-06-04T23:00:00Z,P3,0.363,13.4
2026-06-04T23:15:00Z,P1,1.289,13.2
2026-06-04T23:15:00Z,P2,3.131,13.2
2026-06-04T23:15:00Z,P3,1.418,13.2
2026-06-04T23:30:00Z,P1,0.978,13.2
2026-06-04T23:30:00Z,P2,1.708,13.2
2026-06-04T23:30:00Z,P3,2.099,13.2
2026-06-04T23:45:00Z,P1,0.308,13.0
2026-06-04T23:45:00Z,P2,1.696,13.0
2026-06-04T23:45:00Z,P3,2.089,13.0
2026-06-05T00:00:00Z,P1,1.514,12.9
2026-06-05T00:00:00Z,P2,2.614,12.9
2026-06-05T00:00:00Z,P3,2.123,12.9
2026-06-05T00:15:00Z,P1,2.702,12.6
2026-06-05T00:15:00Z,P2,3.872,12.6
2026-06-05T00:15:00Z,P3,2.059,12.6
2026-06-05T00:30:00Z,P1,1.626,12.4
2026-06-05T00:30:00Z,P2,0.311,12.4
2026-06-05T00:30:00Z,P3,0.896,12.4
2026-06-05T00:45:00Z,P1,1.378,12.3
2026-06-05T00:45:00Z,P2,0.305,12.3
2026-06-05T00:45:00Z,P3,0.392,12.3
2026-06-05T01:00:00Z,P1,1.420,12.7
2026-06-05T01:00:00Z,P2,2.553,12.7
2026-06-05T01:00:00Z,P3,0.308,12.7
2026-06-05T01:15:00Z,P1,0.375,12.6
2026-06-05T01:15:00Z,P2,3.454,12.6
2026-06-05T01:15:00Z,P3,0.357,12.6
2026-06-05T01:30:00Z,P1,1.104,12.4
2026-06-05T01:30:00Z,P2,1.477,12.4
2026-06-05T01:30:00Z,P3,0.368,12.4
2026-06-05T01:45:00Z,P1,1.614,12.4
2026-06-05T01:45:00Z,P2,0.424,12.4
2026-06-05T01:45:00Z,P3,0.315,12.4
2026-06-05T02:00:00Z,P1,1.660,12.5
2026-06-05T02:00:00Z,P2,1.346,12.5
2026-06-05T02:00:00Z,P3,0.405,12.5
2026-06-05T02:15:00Z,P1,2.090,12.2
2026-06-05T02:15:00Z,P2,3.316,12.2
2026-06-05T02:15:00Z,P3,0.358,12.2
2026-06-05T02:30:00Z,P1,3.071,12.8
2026-06-05T02:30:00Z,P2,1.667,12.8
2026-06-05T02:30:00Z,P3,0.384,12.8
2026-06-05T02:45:00Z,P1,0.467,12.6
2026-06-05T02:45:00Z,P2,1.619,12.6
2026-06-05T02:45:00Z,P3,0.389,12.6
2026-06-05T03:00:00Z,P1,0.331,12.6
2026-06-05T03:00:00Z,P2,2.364,12.6
2026-06-05T03:00:00Z,P3,0.352,12.6
2026-06-05T03:15:00Z,P1,1.612,12.4
2026-06-05T03:15:00Z,P2,1.250,12.4
2026-06-05T03:15:00Z,P3,0.357,12.4
2026-06-05T03:30:00Z,P1,0.863,12.3
2026-06-05T03:30:00Z,P2,1.357,12.3
2026-06-05T03:30:00Z,P3,0.360,12.3
2026-06-05T03:45:00Z,P1,1.364,13.1
2026-06-05T03:45:00Z,P2,1.720,13.1
2026-06-05T03:45:00Z,P3,0.362,13.1
2026-06-05T04:00:00Z,P1,3.219,12.9
2026-06-05T04:00:00Z,P2,2.325,12.9
2026-06-05T04:00:00Z,P3,0.295,12.9
2026-06-05T04:15:00Z,P1,1.969,13.2
2026-06-05T04:15:00Z,P2,1.795,13.2
2026-06-05T04:15:00Z,P3,0.328,13.2
2026-06-05T04:30:00Z,P1,0.426,13.1
2026-06-05T04:30:00Z,P2,0.740,13.1
2026-06-05T04:30:00Z,P3,2.003,13.1
2026-06-05T04:45:00Z,P1,1.638,13.3
2026-06-05T04:45:00Z,P2,1.719,13.3
2026-06-05T04:45:00Z,P3,2.124,13.3
2026-06-05T05:00:00Z,P1,1.176,13.2
2026-06-05T05:00:00Z,P2,3.367,13.2
2026-06-05T05:00:00Z,P3,2.088,13.2
2026-06-05T05:15:00Z,P1,0.538,13.9
2026-06-05T05:15:00Z,P2,1.464,13.9
2026-06-05T05:15:00Z,P3,1.908,13.9
2026-06-05T05:30:00Z,P1,1.596,13.7
2026-06-05T05:30:00Z,P2,0.879,13.7
2026-06-05T05:30:00Z,P3,0.372,13.7
2026-06-05T05:45:00Z,P1,3.689,13.6
2026-06-05T05:45:00Z,P2,1.668,13.6
2026-06-05T05:45:00Z,P3,0.322,13.6
2026-06-05T06:00:00Z,P1,2.419,14.1
2026-06-05T06:00:00Z,P2,2.927,14.1
2026-06-05T06:00:00Z,P3,0.719,14.1
2026-06-05T06:15:00Z,P1,1.611,13.8
2026-06-05T06:15:00Z,P2,2.122,13.8
2026-06-05T06:15:00Z,P3,2.225,13.8
2026-06-05T06:30:00Z,P1,3.032,14.3
2026-06-05T06:30:00Z,P2,1.388,14.3
2026-06-05T06:30:00Z,P3,2.068,14.3
2026-06-05T06:45:00Z,P1,2.374,14.5
2026-06-05T06:45:00Z,P2,2.191,14.5
2026-06-05T06:45:00Z,P3,2.115,14.5
2026-06-05T07:00:00Z,P1,3.445,14.8
2026-06-05T07:00:00Z,P2,3.026,14.8
2026-06-05T07:00:00Z,P3,2.134,14.8
2026-06-05T07:15:00Z,P1,3.376,14.7
2026-06-05T07:15:00Z,P2,3.625,14.7
2026-06-05T07:15:00Z,P3,2.112,14.7
2026-06-05T07:30:00Z,P1,3.242,15.2
2026-06-05T07:30:00Z,P2,2.444,15.2
2026-06-05T07:30:00Z,P3,2.085,15.2
2026-06-05T07:45:00Z,P1,3.223,15.3
2026-06-05T07:45:00Z,P2,3.881,15.3
2026-06-05T07:45:00Z,P3,2.110,15.3
2026-06-05T08:00:00Z,P1,3.187,15.4
2026-06-05T08:00:00Z,P2,3.886,15.4
2026-06-05T08:00:00Z,P3,2.132,15.4
2026-06-05T08:15:00Z,P1,3.231,15.6
2026-06-05T08:15:00Z,P2,3.339,15.6
2026-06-05T08:15:00Z,P3,2.085,15.6
2026-06-05T08:30:00Z,P1,3.256,16.1
2026-06-05T08:30:00Z,P2,2.573,16.1
2026-06-05T08:30:00Z,P3,2.068,16.1
2026-06-05T08:45:00Z,P1,3.178,16.2
2026-06-05T08:45:00Z,P2,3.537,16.2
2026-06-05T08:45:00Z,P3,2.172,16.2
2026-06-05T09:00:00Z,P1,2.899,16.2
2026-06-05T09:00:00Z,P2,3.917,16.2
2026-06-05T09:00:00Z,P3,2.122,16.2
2026-06-05T09:15:00Z,P1,0.600,16.6
2026-06-05T09:15:00Z,P2,3.850,16.6
2026-06-05T09:15:00Z,P3,2.225,16.6
2026-06-05T09:30:00Z,P1,1.518,16.0
2026-06-05T09:30:00Z,P2,3.909,16.0
2026-06-05T09:30:00Z,P3,4.120,16.0
2026-06-05T09:45:00Z,P1,1.841,17.2
2026-06-05T09:45:00Z,P2,3.883,17.2
2026-06-05T09:45:00Z,P3,4.149,17.2
2026-06-05T10:00:00Z,P1,0.336,16.8
2026-06-05T10:00:00Z,P2,3.904,16.8
2026-06-05T10:00:00Z,P3,4.136,16.8
2026-06-05T10:15:00Z,P1,1.691,16.6
2026-06-05T10:15:00Z,P2,3.610,16.6
2026-06-05T10:15:00Z,P3,4.087,16.6
2026-06-05T10:30:00Z,P1,3.189,17.2
2026-06-05T10:30:00Z,P2,1.677,17.2
2026-06-05T10:30:00Z,P3,4.115,17.2
2026-06-05T10:45:00Z,P1,1.754,17.7
2026-06-05T10:45:00Z,P2,1.695,17.7
2026-06-05T10:45:00Z,P3,2.509,17.7
2026-06-05T11:00:00Z,P1,1.551,17.6
2026-06-05T11:00:00Z,P2,2.893,17.6
2026-06-05T11:00:00Z,P3,2.122,17.6
2026-06-05T11:15:00Z,P1,1.895,17.8
2026-06-05T11:15:00Z,P2,3.464,17.8
2026-06-05T11:15:00Z,P3,2.138,17.8
2026-06-05T11:30:00Z,P1,0.759,17.9
2026-06-05T11:30:00Z,P2,1.693,17.9
2026-06-05T11:30:00Z,P3,2.069,17.9
2026-06-05T11:45:00Z,P1,0.311,17.8
2026-06-05T11:45:00Z,P2,1.638,17.8
2026-06-05T11:45:00Z,P3,2.080,17.8
2026-06-05T12:00:00Z,P1,2.366,17.7
2026-06-05T12:00:00Z,P2,3.891,17.7
2026-06-05T12:00:00Z,P3,2.085,17.7
2026-06-05T12:15:00Z,P1,2.592,18.5
2026-06-05T12:15:00Z,P2,3.013,18.5
2026-06-05T12:15:00Z,P3,2.076,18.5
2026-06-05T12:30:00Z,P1,1.675,18.1
2026-06-05T12:30:00Z,P2,1.702,18.1
2026-06-05T12:30:00Z,P3,0.918,18.1
2026-06-05T12:45:00Z,P1,2.017,18.2
2026-06-05T12:45:00Z,P2,1.715,18.2
2026-06-05T12:45:00Z,P3,0.319,18.2
2026-06-05T13:00:00Z,P1,1.425,18.4
2026-06-05T13:00:00Z,P2,3.465,18.4
2026-06-05T13:00:00Z,P3,0.383,18.4
2026-06-05T13:15:00Z,P1,0.310,18.5
2026-06-05T13:15:00Z,P2,2.913,18.5
2026-06-05T13:15:00Z,P3,0.351,18.5
2026-06-05T13:30:00Z,P1,1.392,18.3
2026-06-05T13:30:00Z,P2,1.673,18.3
2026-06-05T13:30:00Z,P3,0.328,18.3
2026-06-05T13:45:00Z,P1,2.699,18.4
2026-06-05T13:45:00Z,P2,2.278,18.4
2026-06-05T13:45:00Z,P3,0.354,18.4
2026-06-05T14:00:00Z,P1,1.603,18.3
2026-06-05T14:00:00Z,P2,3.853,18.3
2026-06-05T14:00:00Z,P3,0.330,18.3
2026-06-05T14:15:00Z,P1,2.505,18.4
2026-06-05T14:15:00Z,P2,2.174,18.4
2026-06-05T14:15:00Z,P3,1.868,18.4
2026-06-05T14:30:00Z,P1,1.099,18.7
2026-06-05T14:30:00Z,P2,1.558,18.7
2026-06-05T14:30:00Z,P3,2.094,18.7
2026-06-05T14:45:00Z,P1,0.323,18.5
2026-06-05T14:45:00Z,P2,2.525,18.5
2026-06-05T14:45:00Z,P3,2.004,18.5
2026-06-05T15:00:00Z,P1,2.456,18.3
2026-06-05T15:00:00Z,P2,3.711,18.3
2026-06-05T15:00:00Z,P3,2.097,18.3
2026-06-05T15:15:00Z,P1,3.088,18.4
2026-06-05T15:15:00Z,P2,1.667,18.4
2026-06-05T15:15:00Z,P3,2.104,18.4
2026-06-05T15:30:00Z,P1,1.698,18.3
2026-06-05T15:30:00Z,P2,1.656,18.3
2026-06-05T15:30:00Z,P3,2.157,18.3
2026-06-05T15:45:00Z,P1,3.216,18.0
2026-06-05T15:45:00Z,P2,2.767,18.0
2026-06-05T15:45:00Z,P3,2.161,18.0
2026-06-05T16:00:00Z,P1,2.254,17.8
2026-06-05T16:00:00Z,P2,4.402,17.8
2026-06-05T16:00:00Z,P3,2.351,17.8
2026-06-05T16:15:00Z,P1,1.594,17.9
2026-06-05T16:15:00Z,P2,2.147,17.9
2026-06-05T16:15:00Z,P3,4.069,17.9
2026-06-05T16:30:00Z,P1,3.006,18.2
2026-06-05T16:30:00Z,P2,1.675,18.2
2026-06-05T16:30:00Z,P3,3.975,18.2
2026-06-05T16:45:00Z,P1,2.036,17.8
2026-06-05T16:45:00Z,P2,2.747,17.8
2026-06-05T16:45:00Z,P3,4.079,17.8
2026-06-05T17:00:00Z,P1,2.968,17.6
2026-06-05T17:00:00Z,P2,3.866,17.6
2026-06-05T17:00:00Z,P3,4.123,17.6
2026-06-05T17:15:00Z,P1,2.470,17.3
2026-06-05T17:15:00Z,P2,2.093,17.3
2026-06-05T17:15:00Z,P3,4.155,17.3
2026-06-05T17:30:00Z,P1,1.554,17.4
2026-06-05T17:30:00Z,P2,1.713,17.4
2026-06-05T17:30:00Z,P3,4.134,17.4
2026-06-05T17:45:00Z,P1,2.556,16.8
2026-06-05T17:45:00Z,P2,2.948,16.8
2026-06-05T17:45:00Z,P3,4.048,16.8
2026-06-05T18:00:00Z,P1,2.625,17.1
2026-06-05T18:00:00Z,P2,3.596,17.1
2026-06-05T18:00:00Z,P3,4.096,17.1
2026-06-05T18:15:00Z,P1,0.711,16.8
2026-06-05T18:15:00Z,P2,1.669,16.8
2026-06-05T18:15:00Z,P3,4.131,16.8
2026-06-05T18:30:00Z,P1,1.015,16.8
2026-06-05T18:30:00Z,P2,1.710,16.8
2026-06-05T18:30:00Z,P3,4.113,16.8
2026-06-05T18:45:00Z,P1,1.714,16.9
2026-06-05T18:45:00Z,P2,2.849,16.9
2026-06-05T18:45:00Z,P3,4.184,16.9
2026-06-05T19:00:00Z,P1,0.649,16.2
2026-06-05T19:00:00Z,P2,3.925,16.2
2026-06-05T19:00:00Z,P3,4.154,16.2
2026-06-05T19:15:00Z,P1,2.042,16.3
2026-06-05T19:15:00Z,P2,1.854,16.3
2026-06-05T19:15:00Z,P3,4.165,16.3
2026-06-05T19:30:00Z,P1,2.987,16.0
2026-06-05T19:30:00Z,P2,1.708,16.0
2026-06-05T19:30:00Z,P3,4.117,16.0
2026-06-05T19:45:00Z,P1,0.864,15.3
2026-06-05T19:45:00Z,P2,1.882,15.3
2026-06-05T19:45:00Z,P3,3.455,15.3
2026-06-05T20:00:00Z,P1,2.186,15.7
2026-06-05T20:00:00Z,P2,3.901,15.7
2026-06-05T20:00:00Z,P3,0.831,15.7
2026-06-05T20:15:00Z,P1,2.079,15.3
2026-06-05T20:15:00Z,P2,3.309,15.3
2026-06-05T20:15:00Z,P3,0.351,15.3
2026-06-05T20:30:00Z,P1,1.930,15.1
2026-06-05T20:30:00Z,P2,3.535,15.1
