timestamp,panel,kwh_15min,panel_room_temp_c
2026-03-11T08:30:00Z,P3,1.206,15.9
2026-03-11T08:45:00Z,P1,4.098,16.4
2026-03-11T08:45:00Z,P2,0.321,16.4
2026-03-11T08:45:00Z,P3,1.130,16.4
2026-03-11T09:00:00Z,P1,2.482,16.6
2026-03-11T09:00:00Z,P2,0.354,16.6
2026-03-11T09:00:00Z,P3,0.352,16.6
2026-03-11T09:15:00Z,P1,3.164,16.3
2026-03-11T09:15:00Z,P2,0.348,16.3
2026-03-11T09:15:00Z,P3,1.552,16.3
2026-03-11T09:30:00Z,P1,1.132,16.9
2026-03-11T09:30:00Z,P2,0.310,16.9
2026-03-11T09:30:00Z,P3,1.382,16.9
2026-03-11T09:45:00Z,P1,2.438,16.6
2026-03-11T09:45:00Z,P2,0.347,16.6
2026-03-11T09:45:00Z,P3,2.203,16.6
2026-03-11T10:00:00Z,P1,3.474,17.2
2026-03-11T10:00:00Z,P2,0.341,17.2
2026-03-11T10:00:00Z,P3,2.894,17.2
2026-03-11T10:15:00Z,P1,0.596,17.3
2026-03-11T10:15:00Z,P2,0.312,17.3
2026-03-11T10:15:00Z,P3,2.732,17.3
2026-03-11T10:30:00Z,P1,3.108,16.8
2026-03-11T10:30:00Z,P2,0.328,16.8
2026-03-11T10:30:00Z,P3,2.422,16.8
2026-03-11T10:45:00Z,P1,2.863,17.6
2026-03-11T10:45:00Z,P2,0.379,17.6
2026-03-11T10:45:00Z,P3,2.040,17.6
2026-03-11T11:00:00Z,P1,1.742,17.4
2026-03-11T11:00:00Z,P2,0.348,17.4
2026-03-11T11:00:00Z,P3,1.981,17.4
2026-03-11T11:15:00Z,P1,3.934,17.6
2026-03-11T11:15:00Z,P2,1.042,17.6
2026-03-11T11:15:00Z,P3,1.834,17.6
2026-03-11T11:30:00Z,P1,4.234,17.4
2026-03-11T11:30:00Z,P2,2.543,17.4
2026-03-11T11:30:00Z,P3,1.852,17.4
2026-03-11T11:45:00Z,P1,4.261,17.9
2026-03-11T11:45:00Z,P2,2.535,17.9
2026-03-11T11:45:00Z,P3,3.141,17.9
2026-03-11T12:00:00Z,P1,0.620,17.8
2026-03-11T12:00:00Z,P2,2.783,17.8
2026-03-11T12:00:00Z,P3,1.799,17.8
2026-03-11T12:15:00Z,P1,2.880,17.6
2026-03-11T12:15:00Z,P2,4.680,17.6
2026-03-11T12:15:00Z,P3,1.581,17.6
2026-03-11T12:30:00Z,P1,2.669,17.8
2026-03-11T12:30:00Z,P2,4.675,17.8
2026-03-11T12:30:00Z,P3,1.467,17.8
2026-03-11T12:45:00Z,P1,1.389,17.9
2026-03-11T12:45:00Z,P2,4.647,17.9
2026-03-11T12:45:00Z,P3,0.326,17.9
2026-03-11T13:00:00Z,P1,2.379,18.2
2026-03-11T13:00:00Z,P2,2.814,18.2
2026-03-11T13:00:00Z,P3,1.782,18.2
2026-03-11T13:15:00Z,P1,2.656,17.8
2026-03-11T13:15:00Z,P2,0.337,17.8
2026-03-11T13:15:00Z,P3,3.172,17.8
2026-03-11T13:30:00Z,P1,2.017,17.9
2026-03-11T13:30:00Z,P2,0.445,17.9
2026-03-11T13:30:00Z,P3,1.929,17.9
2026-03-11T13:45:00Z,P1,1.205,18.2
2026-03-11T13:45:00Z,P2,0.380,18.2
2026-03-11T13:45:00Z,P3,2.821,18.2
2026-03-11T14:00:00Z,P1,3.351,17.6
2026-03-11T14:00:00Z,P2,0.363,17.6
2026-03-11T14:00:00Z,P3,2.256,17.6
2026-03-11T14:15:00Z,P1,1.846,17.9
2026-03-11T14:15:00Z,P2,0.358,17.9
2026-03-11T14:15:00Z,P3,2.164,17.9
2026-03-11T14:30:00Z,P1,1.359,18.3
2026-03-11T14:30:00Z,P2,0.279,18.3
2026-03-11T14:30:00Z,P3,2.981,18.3
2026-03-11T14:45:00Z,P1,3.870,18.3
2026-03-11T14:45:00Z,P2,0.336,18.3
2026-03-11T14:45:00Z,P3,1.829,18.3
2026-03-11T15:00:00Z,P1,1.225,17.6
2026-03-11T15:00:00Z,P2,0.306,17.6
2026-03-11T15:00:00Z,P3,2.594,17.6
2026-03-11T15:15:00Z,P1,3.843,17.6
2026-03-11T15:15:00Z,P2,1.731,17.6
2026-03-11T15:15:00Z,P3,3.441,17.6
2026-03-11T15:30:00Z,P1,3.249,18.0
2026-03-11T15:30:00Z,P2,2.430,18.0
2026-03-11T15:30:00Z,P3,2.464,18.0
2026-03-11T15:45:00Z,P1,1.324,17.8
2026-03-11T15:45:00Z,P2,2.498,17.8
2026-03-11T15:45:00Z,P3,1.850,17.8
2026-03-11T16:00:00Z,P1,1.811,17.8
2026-03-11T16:00:00Z,P2,0.614,17.8
2026-03-11T16:00:00Z,P3,2.717,17.8
2026-03-11T16:15:00Z,P1,3.584,17.5
2026-03-11T16:15:00Z,P2,0.419,17.5
2026-03-11T16:15:00Z,P3,0.879,17.5
2026-03-11T16:30:00Z,P1,0.973,17.4
2026-03-11T16:30:00Z,P2,0.356,17.4
2026-03-11T16:30:00Z,P3,0.354,17.4
2026-03-11T16:45:00Z,P1,1.738,17.6
2026-03-11T16:45:00Z,P2,0.358,17.6
2026-03-11T16:45:00Z,P3,1.270,17.6
2026-03-11T17:00:00Z,P1,3.217,17.1
2026-03-11T17:00:00Z,P2,0.310,17.1
2026-03-11T17:00:00Z,P3,0.842,17.1
2026-03-11T17:15:00Z,P1,1.921,17.5
2026-03-11T17:15:00Z,P2,0.326,17.5
2026-03-11T17:15:00Z,P3,1.174,17.5
2026-03-11T17:30:00Z,P1,2.106,17.1
2026-03-11T17:30:00Z,P2,2.258,17.1
2026-03-11T17:30:00Z,P3,3.139,17.1
2026-03-11T17:45:00Z,P1,2.305,17.5
2026-03-11T17:45:00Z,P2,2.558,17.5
2026-03-11T17:45:00Z,P3,1.999,17.5
2026-03-11T18:00:00Z,P1,3.329,17.4
2026-03-11T18:00:00Z,P2,2.530,17.4
2026-03-11T18:00:00Z,P3,1.829,17.4
2026-03-11T18:15:00Z,P1,0.714,16.9
2026-03-11T18:15:00Z,P2,2.547,16.9
2026-03-11T18:15:00Z,P3,1.954,16.9
2026-03-11T18:30:00Z,P1,3.302,16.7
2026-03-11T18:30:00Z,P2,2.540,16.7
2026-03-11T18:30:00Z,P3,0.565,16.7
2026-03-11T18:45:00Z,P1,4.169,16.4
2026-03-11T18:45:00Z,P2,1.417,16.4
2026-03-11T18:45:00Z,P3,0.350,16.4
2026-03-11T19:00:00Z,P1,2.210,16.4
2026-03-11T19:00:00Z,P2,0.343,16.4
2026-03-11T19:00:00Z,P3,1.872,16.4
2026-03-11T19:15:00Z,P1,2.878,16.4
2026-03-11T19:15:00Z,P2,0.377,16.4
2026-03-11T19:15:00Z,P3,2.247,16.4
2026-03-11T19:30:00Z,P1,4.208,16.4
2026-03-11T19:30:00Z,P2,0.336,16.4
2026-03-11T19:30:00Z,P3,2.557,16.4
2026-03-11T19:45:00Z,P1,2.440,16.2
2026-03-11T19:45:00Z,P2,0.410,16.2
2026-03-11T19:45:00Z,P3,3.491,16.2
2026-03-11T20:00:00Z,P1,0.616,16.2
2026-03-11T20:00:00Z,P2,0.405,16.2
2026-03-11T20:00:00Z,P3,3.423,16.2
2026-03-11T20:15:00Z,P1,3.624,16.4
2026-03-11T20:15:00Z,P2,0.341,16.4
2026-03-11T20:15:00Z,P3,3.399,16.4
2026-03-11T20:30:00Z,P1,1.699,16.3
2026-03-11T20:30:00Z,P2,0.336,16.3
2026-03-11T20:30:00Z,P3,1.472,16.3
2026-03-11T20:45:00Z,P1,0.955,15.7
2026-03-11T20:45:00Z,P2,0.396,15.7
2026-03-11T20:45:00Z,P3,0.391,15.7
2026-03-11T21:00:00Z,P1,3.472,15.7
2026-03-11T21:00:00Z,P2,0.359,15.7
2026-03-11T21:00:00Z,P3,0.916,15.7
2026-03-11T21:15:00Z,P1,2.538,15.4
2026-03-11T21:15:00Z,P2,2.009,15.4
2026-03-11T21:15:00Z,P3,2.758,15.4
2026-03-11T21:30:00Z,P1,4.036,15.2
2026-03-11T21:30:00Z,P2,2.512,15.2
2026-03-11T21:30:00Z,P3,1.870,15.2
2026-03-11T21:45:00Z,P1,2.599,15.5
2026-03-11T21:45:00Z,P2,2.466,15.5
2026-03-11T21:45:00Z,P3,1.796,15.5
2026-03-11T22:00:00Z,P1,3.617,15.2
2026-03-11T22:00:00Z,P2,2.459,15.2
2026-03-11T22:00:00Z,P3,3.126,15.2
2026-03-11T22:15:00Z,P1,2.765,14.9
2026-03-11T22:15:00Z,P2,1.374,14.9
2026-03-11T22:15:00Z,P3,1.813,14.9
2026-03-11T22:30:00Z,P1,2.393,15.1
2026-03-11T22:30:00Z,P2,0.370,15.1
2026-03-11T22:30:00Z,P3,0.813,15.1
2026-03-11T22:45:00Z,P1,1.190,14.8
2026-03-11T22:45:00Z,P2,0.407,14.8
2026-03-11T22:45:00Z,P3,1.571,14.8
2026-03-11T23:00:00Z,P1,3.216,14.4
2026-03-11T23:00:00Z,P2,0.318,14.4
2026-03-11T23:00:00Z,P3,0.348,14.4
2026-03-11T23:15:00Z,P1,2.025,14.9
2026-03-11T23:15:00Z,P2,0.379,14.9
2026-03-11T23:15:00Z,P3,0.325,14.9
2026-03-11T23:30:00Z,P1,0.711,14.8
2026-03-11T23:30:00Z,P2,0.357,14.8
2026-03-11T23:30:00Z,P3,2.307,14.8
2026-03-11T23:45:00Z,P1,3.469,14.8
2026-03-11T23:45:00Z,P2,0.327,14.8
2026-03-11T23:45:00Z,P3,1.780,14.8
2026-03-12T00:00:00Z,P1,2.036,14.4
2026-03-12T00:00:00Z,P2,0.365,14.4
2026-03-12T00:00:00Z,P3,2.268,14.4
2026-03-12T00:15:00Z,P1,0.853,14.7
2026-03-12T00:15:00Z,P2,0.346,14.7
2026-03-12T00:15:00Z,P3,2.545,14.7
2026-03-12T00:30:00Z,P1,3.323,14.1
2026-03-12T00:30:00Z,P2,0.334,14.1
2026-03-12T00:30:00Z,P3,0.330,14.1
2026-03-12T00:45:00Z,P1,2.362,14.6
2026-03-12T00:45:00Z,P2,0.338,14.6
2026-03-12T00:45:00Z,P3,0.491,14.6
2026-03-12T01:00:00Z,P1,3.733,14.2
2026-03-12T01:00:00Z,P2,0.361,14.2
2026-03-12T01:00:00Z,P3,1.652,14.2
2026-03-12T01:15:00Z,P1,2.857,14.6
2026-03-12T01:15:00Z,P2,0.354,14.6
2026-03-12T01:15:00Z,P3,0.307,14.6
2026-03-12T01:30:00Z,P1,3.214,14.3
2026-03-12T01:30:00Z,P2,0.357,14.3
2026-03-12T01:30:00Z,P3,1.173,14.3
2026-03-12T01:45:00Z,P1,3.065,13.9
2026-03-12T01:45:00Z,P2,0.422,13.9
2026-03-12T01:45:00Z,P3,3.034,13.9
2026-03-12T02:00:00Z,P1,2.840,14.2
2026-03-12T02:00:00Z,P2,0.333,14.2
2026-03-12T02:00:00Z,P3,1.856,14.2
2026-03-12T02:15:00Z,P1,3.466,14.3
2026-03-12T02:15:00Z,P2,0.354,14.3
2026-03-12T02:15:00Z,P3,1.798,14.3
2026-03-12T02:30:00Z,P1,0.346,14.1
2026-03-12T02:30:00Z,P2,0.384,14.1
2026-03-12T02:30:00Z,P3,1.811,14.1
2026-03-12T02:45:00Z,P1,2.268,14.4
2026-03-12T02:45:00Z,P2,0.322,14.4
2026-03-12T02:45:00Z,P3,0.707,14.4
2026-03-12T03:00:00Z,P1,2.991,14.5
2026-03-12T03:00:00Z,P2,0.377,14.5
2026-03-12T03:00:00Z,P3,0.356,14.5
2026-03-12T03:15:00Z,P1,1.569,14.5
2026-03-12T03:15:00Z,P2,0.273,14.5
2026-03-12T03:15:00Z,P3,1.573,14.5
2026-03-12T03:30:00Z,P1,1.553,14.6
2026-03-12T03:30:00Z,P2,0.405,14.6
2026-03-12T03:30:00Z,P3,0.589,14.6
2026-03-12T03:45:00Z,P1,2.344,14.5
2026-03-12T03:45:00Z,P2,0.344,14.5
2026-03-12T03:45:00Z,P3,1.960,14.5
2026-03-12T04:00:00Z,P1,2.802,14.3
2026-03-12T04:00:00Z,P2,0.283,14.3
2026-03-12T04:00:00Z,P3,3.183,14.3
2026-03-12T04:15:00Z,P1,0.361,14.8
2026-03-12T04:15:00Z,P2,0.356,14.8
2026-03-12T04:15:00Z,P3,1.771,14.8
2026-03-12T04:30:00Z,P1,3.144,14.5
2026-03-12T04:30:00Z,P2,0.330,14.5
2026-03-12T04:30:00Z,P3,1.172,14.5
2026-03-12T04:45:00Z,P1,2.855,14.6
2026-03-12T04:45:00Z,P2,0.351,14.6
2026-03-12T04:45:00Z,P3,1.693,14.6
2026-03-12T05:00:00Z,P1,1.323,14.8
2026-03-12T05:00:00Z,P2,0.345,14.8
2026-03-12T05:00:00Z,P3,0.347,14.8
2026-03-12T05:15:00Z,P1,1.756,14.9
2026-03-12T05:15:00Z,P2,0.341,14.9
2026-03-12T05:15:00Z,P3,0.797,14.9
2026-03-12T05:30:00Z,P1,2.479,14.5
2026-03-12T05:30:00Z,P2,0.330,14.5
2026-03-12T05:30:00Z,P3,1.261,14.5
2026-03-12T05:45:00Z,P1,2.774,15.2
2026-03-12T05:45:00Z,P2,0.355,15.2
2026-03-12T05:45:00Z,P3,0.648,15.2
2026-03-12T06:00:00Z,P1,0.567,15.2
2026-03-12T06:00:00Z,P2,0.292,15.2
2026-03-12T06:00:00Z,P3,2.692,15.2
2026-03-12T06:15:00Z,P1,3.058,15.4
2026-03-12T06:15:00Z,P2,1.899,15.4
2026-03-12T06:15:00Z,P3,2.307,15.4
2026-03-12T06:30:00Z,P1,2.800,15.2
2026-03-12T06:30:00Z,P2,2.491,15.2
2026-03-12T06:30:00Z,P3,1.780,15.2
2026-03-12T06:45:00Z,P1,0.842,15.7
2026-03-12T06:45:00Z,P2,1.937,15.7
2026-03-12T06:45:00Z,P3,1.702,15.7
2026-03-12T07:00:00Z,P1,2.450,15.6
2026-03-12T07:00:00Z,P2,0.352,15.6
2026-03-12T07:00:00Z,P3,1.054,15.6
2026-03-12T07:15:00Z,P1,2.698,15.8
2026-03-12T07:15:00Z,P2,0.360,15.8
2026-03-12T07:15:00Z,P3,2.085,15.8
2026-03-12T07:30:00Z,P1,3.060,15.6
2026-03-12T07:30:00Z,P2,1.558,15.6
2026-03-12T07:30:00Z,P3,3.425,15.6
2026-03-12T07:45:00Z,P1,2.479,16.2
2026-03-12T07:45:00Z,P2,2.084,16.2
2026-03-12T07:45:00Z,P3,3.127,16.2
2026-03-12T08:00:00Z,P1,4.235,15.9
2026-03-12T08:00:00Z,P2,4.322,15.9
2026-03-12T08:00:00Z,P3,2.836,15.9
2026-03-12T08:15:00Z,P1,4.210,16.0
2026-03-12T08:15:00Z,P2,4.648,16.0
2026-03-12T08:15:00Z,P3,3.024,16.0
2026-03-12T08:30:00Z,P1,4.168,16.5
2026-03-12T08:30:00Z,P2,4.678,16.5
2026-03-12T08:30:00Z,P3,2.261,16.5
2026-03-12T08:45:00Z,P1,4.157,16.7
2026-03-12T08:45:00Z,P2,4.746,16.7
2026-03-12T08:45:00Z,P3,3.359,16.7
2026-03-12T09:00:00Z,P1,1.865,16.9
2026-03-12T09:00:00Z,P2,4.737,16.9
2026-03-12T09:00:00Z,P3,1.894,16.9
2026-03-12T09:15:00Z,P1,1.333,16.8
2026-03-12T09:15:00Z,P2,4.676,16.8
2026-03-12T09:15:00Z,P3,2.083,16.8
2026-03-12T09:30:00Z,P1,3.098,17.0
2026-03-12T09:30:00Z,P2,4.385,17.0
2026-03-12T09:30:00Z,P3,2.970,17.0
2026-03-12T09:45:00Z,P1,1.775,17.4
2026-03-12T09:45:00Z,P2,2.554,17.4
2026-03-12T09:45:00Z,P3,1.827,17.4
2026-03-12T10:00:00Z,P1,1.743,17.2
2026-03-12T10:00:00Z,P2,1.942,17.2
2026-03-12T10:00:00Z,P3,2.500,17.2
2026-03-12T10:15:00Z,P1,3.107,17.4
2026-03-12T10:15:00Z,P2,0.370,17.4
2026-03-12T10:15:00Z,P3,2.452,17.4
2026-03-12T10:30:00Z,P1,2.305,17.5
2026-03-12T10:30:00Z,P2,0.335,17.5
2026-03-12T10:30:00Z,P3,0.380,17.5
2026-03-12T10:45:00Z,P1,1.656,17.5
2026-03-12T10:45:00Z,P2,0.318,17.5
2026-03-12T10:45:00Z,P3,2.940,17.5
2026-03-12T11:00:00Z,P1,2.714,17.7
2026-03-12T11:00:00Z,P2,0.331,17.7
2026-03-12T11:00:00Z,P3,1.845,17.7
2026-03-12T11:15:00Z,P1,2.313,17.8
2026-03-12T11:15:00Z,P2,0.316,17.8
2026-03-12T11:15:00Z,P3,1.940,17.8
2026-03-12T11:30:00Z,P1,1.364,17.6
2026-03-12T11:30:00Z,P2,0.320,17.6
2026-03-12T11:30:00Z,P3,3.234,17.6
2026-03-12T11:45:00Z,P1,3.233,17.9
2026-03-12T11:45:00Z,P2,1.484,17.9
2026-03-12T11:45:00Z,P3,2.404,17.9
2026-03-12T12:00:00Z,P1,3.049,18.2
2026-03-12T12:00:00Z,P2,2.481,18.2
2026-03-12T12:00:00Z,P3,3.415,18.2
2026-03-12T12:15:00Z,P1,1.063,18.1
2026-03-12T12:15:00Z,P2,2.453,18.1
2026-03-12T12:15:00Z,P3,2.472,18.1
2026-03-12T12:30:00Z,P1,3.114,18.0
2026-03-12T12:30:00Z,P2,2.468,18.0
2026-03-12T12:30:00Z,P3,1.310,18.0
2026-03-12T12:45:00Z,P1,2.573,17.8
2026-03-12T12:45:00Z,P2,2.445,17.8
2026-03-12T12:45:00Z,P3,1.630,17.8
2026-03-12T13:00:00Z,P1,2.068,18.2
2026-03-12T13:00:00Z,P2,2.437,18.2
2026-03-12T13:00:00Z,P3,0.380,18.2
2026-03-12T13:15:00Z,P1,3.250,17.8
2026-03-12T13:15:00Z,P2,1.617,17.8
2026-03-12T13:15:00Z,P3,0.656,17.8
2026-03-12T13:30:00Z,P1,4.185,18.1
2026-03-12T13:30:00Z,P2,1.781,18.1
2026-03-12T13:30:00Z,P3,2.763,18.1
2026-03-12T13:45:00Z,P1,2.412,17.9
2026-03-12T13:45:00Z,P2,2.236,17.9
2026-03-12T13:45:00Z,P3,1.813,17.9
2026-03-12T14:00:00Z,P1,2.480,18.1
2026-03-12T14:00:00Z,P2,3.761,18.1
2026-03-12T14:00:00Z,P3,2.231,18.1
2026-03-12T14:15:00Z,P1,4.207,18.0
2026-03-12T14:15:00Z,P2,4.694,18.0
2026-03-12T14:15:00Z,P3,2.857,18.0
2026-03-12T14:30:00Z,P1,1.485,18.3
2026-03-12T14:30:00Z,P2,4.465,18.3
2026-03-12T14:30:00Z,P3,1.804,18.3
2026-03-12T14:45:00Z,P1,1.814,18.0
2026-03-12T14:45:00Z,P2,4.351,18.0
2026-03-12T14:45:00Z,P3,2.430,18.0
2026-03-12T15:00:00Z,P1,2.194,18.1
2026-03-12T15:00:00Z,P2,4.716,18.1
2026-03-12T15:00:00Z,P3,2.820,18.1
2026-03-12T15:15:00Z,P1,3.569,18.0
2026-03-12T15:15:00Z,P2,4.591,18.0
2026-03-12T15:15:00Z,P3,1.781,18.0
2026-03-12T15:30:00Z,P1,3.238,18.1
2026-03-12T15:30:00Z,P2,4.663,18.1
2026-03-12T15:30:00Z,P3,1.427,18.1
2026-03-12T15:45:00Z,P1,2.979,18.1
2026-03-12T15:45:00Z,P2,4.653,18.1
2026-03-12T15:45:00Z,P3,1.510,18.1
2026-03-12T16:00:00Z,P1,3.595,18.1
2026-03-12T16:00:00Z,P2,4.726,18.1
2026-03-12T16:00:00Z,P3,2.540,18.1
2026-03-12T16:15:00Z,P1,2.724,17.6
2026-03-12T16:15:00Z,P2,4.691,17.6
2026-03-12T16:15:00Z,P3,2.128,17.6
2026-03-12T16:30:00Z,P1,3.755,17.9
2026-03-12T16:30:00Z,P2,4.672,17.9
2026-03-12T16:30:00Z,P3,1.778,17.9
2026-03-12T16:45:00Z,P1,2.890,17.7
2026-03-12T16:45:00Z,P2,4.689,17.7
2026-03-12T16:45:00Z,P3,2.793,17.7
2026-03-12T17:00:00Z,P1,3.403,17.5
2026-03-12T17:00:00Z,P2,4.068,17.5
2026-03-12T17:00:00Z,P3,2.140,17.5
2026-03-12T17:15:00Z,P1,3.223,18.0
2026-03-12T17:15:00Z,P2,2.548,18.0
2026-03-12T17:15:00Z,P3,0.582,18.0
2026-03-12T17:30:00Z,P1,0.981,17.3
2026-03-12T17:30:00Z,P2,2.524,17.3
2026-03-12T17:30:00Z,P3,1.880,17.3
2026-03-12T17:45:00Z,P1,2.539,17.3
2026-03-12T17:45:00Z,P2,2.600,17.3
2026-03-12T17:45:00Z,P3,0.448,17.3
2026-03-12T18:00:00Z,P1,2.459,17.2
2026-03-12T18:00:00Z,P2,2.497,17.2
2026-03-12T18:00:00Z,P3,0.759,17.2
2026-03-12T18:15:00Z,P1,2.133,17.4
2026-03-12T18:15:00Z,P2,2.441,17.4
2026-03-12T18:15:00Z,P3,1.447,17.4
2026-03-12T18:30:00Z,P1,1.252,17.5
2026-03-12T18:30:00Z,P2,0.364,17.5
2026-03-12T18:30:00Z,P3,2.579,17.5
2026-03-12T18:45:00Z,P1,3.357,16.7
2026-03-12T18:45:00Z,P2,0.359,16.7
2026-03-12T18:45:00Z,P3,3.626,16.7
2026-03-12T19:00:00Z,P1,1.793,16.9
2026-03-12T19:00:00Z,P2,0.361,16.9
2026-03-12T19:00:00Z,P3,3.738,16.9
2026-03-12T19:15:00Z,P1,1.225,16.2
2026-03-12T19:15:00Z,P2,0.395,16.2
2026-03-12T19:15:00Z,P3,3.818,16.2
2026-03-12T19:30:00Z,P1,3.742,17.0
2026-03-12T19:30:00Z,P2,0.381,17.0
2026-03-12T19:30:00Z,P3,3.503,17.0
2026-03-12T19:45:00Z,P1,1.385,16.3
2026-03-12T19:45:00Z,P2,0.367,16.3
2026-03-12T19:45:00Z,P3,3.429,16.3
2026-03-12T20:00:00Z,P1,1.797,16.2
2026-03-12T20:00:00Z,P2,0.316,16.2
2026-03-12T20:00:00Z,P3,2.599,16.2
2026-03-12T20:15:00Z,P1,3.479,16.2
2026-03-12T20:15:00Z,P2,0.290,16.2
2026-03-12T20:15:00Z,P3,1.845,16.2
2026-03-12T20:30:00Z,P1,1.727,16.0
2026-03-12T20:30:00Z,P2,0.311,16.0
