# export 2026-04-10T00:00:00Z from NVR-1; motion index per camera; retention 7 days (older footage overwritten)
timestamp,camera,motion_score
2026-04-03T10:29:00Z,CORR-D,55
2026-04-03T10:30:00Z,CORR-A,44
2026-04-03T10:32:00Z,CORR-D,61
2026-04-03T11:02:00Z,CORR-D,50
2026-04-03T11:06:00Z,CORR-A,16
2026-04-03T11:07:00Z,CORR-B,72
2026-04-03T11:19:00Z,CORR-A,89
2026-04-03T11:19:00Z,CORR-B,5
2026-04-03T11:32:00Z,CORR-B,39
2026-04-03T11:37:00Z,CORR-B,44
2026-04-03T11:43:00Z,CORR-B,61
2026-04-03T12:23:00Z,CORR-E,16
2026-04-03T13:24:00Z,CORR-C,16
2026-04-03T13:37:00Z,CORR-D,15
2026-04-03T14:04:00Z,CORR-A,17
2026-04-03T14:25:00Z,CORR-C,57
2026-04-03T14:26:00Z,CORR-D,50
2026-04-03T14:31:00Z,CORR-C,51
2026-04-03T14:32:00Z,CORR-A,50
2026-04-03T14:32:00Z,CORR-F,13
2026-04-03T14:33:00Z,CORR-D,48
2026-04-03T14:35:00Z,CORR-A,74
2026-04-03T14:38:00Z,CORR-B,83
2026-04-03T14:54:00Z,CORR-C,13
2026-04-03T15:00:00Z,CORR-A,19
2026-04-03T15:25:00Z,CORR-F,8
2026-04-03T15:31:00Z,CORR-B,54
2026-04-03T15:37:00Z,CORR-B,39
2026-04-03T15:43:00Z,CORR-B,82
2026-04-03T15:45:00Z,CORR-F,13
2026-04-03T15:47:00Z,CORR-B,51
2026-04-03T15:53:00Z,CORR-B,38
2026-04-03T15:55:00Z,CORR-B,61
2026-04-03T16:01:00Z,CORR-B,38
2026-04-03T16:05:00Z,CORR-B,77
2026-04-03T16:10:00Z,CORR-A,60
2026-04-03T16:10:00Z,CORR-B,36
2026-04-03T16:13:00Z,CORR-D,54
2026-04-03T16:14:00Z,CORR-F,64
2026-04-03T16:15:00Z,CORR-D,76
2026-04-03T16:15:00Z,CORR-E,74
2026-04-03T16:18:00Z,CORR-A,52
2026-04-03T16:19:00Z,CORR-B,75
2026-04-03T16:19:00Z,CORR-C,85
2026-04-03T16:19:00Z,CORR-F,62
2026-04-03T16:21:00Z,CORR-E,49
2026-04-03T16:23:00Z,CORR-C,36
2026-04-03T16:24:00Z,CORR-A,88
2026-04-03T16:24:00Z,CORR-D,48
2026-04-03T16:38:00Z,CORR-F,8
2026-04-03T17:29:00Z,CORR-E,18
2026-04-03T17:35:00Z,CORR-F,6
2026-04-03T20:05:00Z,CORR-D,65
2026-04-03T20:10:00Z,CORR-D,54
2026-04-03T20:11:00Z,CORR-F,78
2026-04-03T20:14:00Z,CORR-A,50
2026-04-03T20:16:00Z,CORR-D,72
2026-04-03T20:17:00Z,CORR-B,61
2026-04-03T20:18:00Z,CORR-F,69
2026-04-03T20:19:00Z,CORR-A,51
2026-04-03T20:22:00Z,CORR-F,89
2026-04-03T20:24:00Z,CORR-B,71
2026-04-03T20:33:00Z,CORR-A,7
2026-04-03T20:45:00Z,CORR-B,18
2026-04-03T20:54:00Z,CORR-B,11
2026-04-03T20:56:00Z,CORR-A,14
2026-04-03T21:11:00Z,CORR-A,12
2026-04-03T21:15:00Z,CORR-F,38
2026-04-03T21:18:00Z,CORR-B,47
2026-04-03T21:19:00Z,CORR-E,87
2026-04-03T21:20:00Z,CORR-C,45
2026-04-03T21:20:00Z,CORR-F,60
2026-04-03T21:22:00Z,CORR-A,81
2026-04-03T21:22:00Z,CORR-E,42
2026-04-03T21:23:00Z,CORR-D,80
2026-04-03T21:26:00Z,CORR-A,80
2026-04-03T21:28:00Z,CORR-C,68
2026-04-03T22:22:00Z,CORR-B,8
2026-04-03T22:26:00Z,CORR-A,14
2026-04-03T22:47:00Z,CORR-D,8
2026-04-03T23:26:00Z,CORR-B,19
2026-04-03T23:40:00Z,CORR-E,15
2026-04-04T00:15:00Z,CORR-B,7
2026-04-04T00:33:00Z,CORR-F,13
2026-04-04T00:42:00Z,CORR-E,80
2026-04-04T01:21:00Z,CORR-C,40
2026-04-04T02:06:00Z,CORR-C,16
2026-04-04T02:23:00Z,CORR-E,12
2026-04-04T03:20:00Z,CORR-A,12
2026-04-04T03:25:00Z,CORR-B,12
2026-04-04T03:31:00Z,CORR-B,9
2026-04-04T05:34:00Z,CORR-A,8
2026-04-04T06:18:00Z,CORR-E,11
2026-04-04T06:34:00Z,CORR-A,15
2026-04-04T06:37:00Z,CORR-C,7
2026-04-04T06:50:00Z,CORR-E,18
2026-04-04T08:05:00Z,CORR-B,12
2026-04-04T08:26:00Z,CORR-A,87
2026-04-04T08:26:00Z,CORR-C,73
2026-04-04T08:33:00Z,CORR-C,52
2026-04-04T08:34:00Z,CORR-A,87
2026-04-04T08:34:00Z,CORR-D,60
2026-04-04T08:36:00Z,CORR-D,87
2026-04-04T09:31:00Z,CORR-E,19
2026-04-04T09:36:00Z,CORR-B,12
2026-04-04T09:45:00Z,CORR-B,15
2026-04-04T10:33:00Z,CORR-A,10
2026-04-04T10:49:00Z,CORR-C,7
2026-04-04T10:54:00Z,CORR-E,8
2026-04-04T11:27:00Z,CORR-D,69
2026-04-04T11:28:00Z,CORR-B,51
2026-04-04T11:28:00Z,CORR-C,67
2026-04-04T11:33:00Z,CORR-D,58
2026-04-04T11:34:00Z,CORR-B,52
2026-04-04T11:34:00Z,CORR-C,61
2026-04-04T11:34:00Z,CORR-F,79
2026-04-04T11:35:00Z,CORR-F,43
2026-04-04T11:36:00Z,CORR-D,60
2026-04-04T11:37:00Z,CORR-A,41
2026-04-04T11:37:00Z,CORR-E,35
2026-04-04T11:39:00Z,CORR-C,41
2026-04-04T11:42:00Z,CORR-A,68
2026-04-04T11:54:00Z,CORR-D,8
2026-04-04T12:08:00Z,CORR-A,12
2026-04-04T12:17:00Z,CORR-C,15
2026-04-04T14:00:00Z,CORR-F,16
2026-04-04T14:03:00Z,CORR-E,16
2026-04-04T14:20:00Z,CORR-B,7
2026-04-04T14:52:00Z,CORR-D,5
2026-04-04T15:54:00Z,CORR-F,15
2026-04-04T17:23:00Z,CORR-A,12
2026-04-04T17:54:00Z,CORR-A,10
2026-04-04T18:21:00Z,CORR-D,13
2026-04-04T18:39:00Z,CORR-F,17
2026-04-04T18:56:00Z,CORR-E,8
2026-04-04T19:25:00Z,CORR-E,17
2026-04-04T19:30:00Z,CORR-D,12
2026-04-04T20:25:00Z,CORR-F,19
2026-04-04T20:45:00Z,CORR-A,18
2026-04-04T21:27:00Z,CORR-E,18
2026-04-04T22:27:00Z,CORR-E,8
2026-04-04T23:10:00Z,CORR-E,7
2026-04-04T23:42:00Z,CORR-F,66
2026-04-05T00:00:00Z,CORR-E,49
2026-04-05T00:13:00Z,CORR-A,8
2026-04-05T00:31:00Z,CORR-B,12
2026-04-05T00:56:00Z,CORR-B,17
2026-04-05T01:10:00Z,CORR-A,13
2026-04-05T01:57:00Z,CORR-E,51
2026-04-05T02:00:00Z,CORR-E,49
2026-04-05T02:07:00Z,CORR-E,38
2026-04-05T02:10:00Z,CORR-E,70
2026-04-05T02:16:00Z,CORR-E,60
2026-04-05T02:21:00Z,CORR-E,80
2026-04-05T02:25:00Z,CORR-E,75
2026-04-05T02:42:00Z,CORR-B,7
2026-04-05T02:44:00Z,CORR-A,16
2026-04-05T02:54:00Z,CORR-B,8
2026-04-05T03:27:00Z,CORR-A,7
2026-04-05T06:21:00Z,CORR-A,14
2026-04-05T06:37:00Z,CORR-F,14
2026-04-05T07:26:00Z,CORR-A,14
2026-04-05T07:33:00Z,CORR-F,11
2026-04-05T08:43:00Z,CORR-E,6
2026-04-05T08:47:00Z,CORR-F,14
2026-04-05T10:36:00Z,CORR-B,7
2026-04-05T10:46:00Z,CORR-F,6
2026-04-05T11:11:00Z,CORR-D,84
2026-04-05T11:15:00Z,CORR-D,46
2026-04-05T11:20:00Z,CORR-D,39
2026-04-05T11:27:00Z,CORR-D,54
2026-04-05T11:32:00Z,CORR-D,77
2026-04-05T11:37:00Z,CORR-D,41
2026-04-05T11:40:00Z,CORR-D,41
2026-04-05T11:45:00Z,CORR-D,56
2026-04-05T11:54:00Z,CORR-D,76
2026-04-05T11:55:00Z,CORR-D,65
2026-04-05T12:10:00Z,CORR-D,70
2026-04-05T12:17:00Z,CORR-D,88
2026-04-05T12:24:00Z,CORR-D,50
2026-04-05T13:03:00Z,CORR-E,19
2026-04-05T13:06:00Z,CORR-F,12
2026-04-05T13:27:00Z,CORR-E,42
2026-04-05T13:29:00Z,CORR-F,83
2026-04-05T13:30:00Z,CORR-D,63
2026-04-05T13:31:00Z,CORR-B,43
2026-04-05T13:31:00Z,CORR-F,88
2026-04-05T13:34:00Z,CORR-E,64
2026-04-05T13:35:00Z,CORR-D,77
2026-04-05T13:36:00Z,CORR-B,88
2026-04-05T13:54:00Z,CORR-D,8
2026-04-05T14:02:00Z,CORR-B,17
2026-04-05T14:33:00Z,CORR-D,15
2026-04-05T14:38:00Z,CORR-E,17
2026-04-05T15:00:00Z,CORR-E,17
2026-04-05T15:27:00Z,CORR-A,9
2026-04-05T15:32:00Z,CORR-F,6
2026-04-05T15:49:00Z,CORR-C,14
2026-04-05T17:06:00Z,CORR-E,19
2026-04-05T17:16:00Z,CORR-B,12
2026-04-05T17:46:00Z,CORR-B,9
2026-04-05T17:53:00Z,CORR-D,11
2026-04-05T19:18:00Z,CORR-B,19
2026-04-05T19:31:00Z,CORR-D,19
2026-04-05T19:32:00Z,CORR-A,5
2026-04-05T22:05:00Z,CORR-E,5
2026-04-05T22:28:00Z,CORR-D,15
2026-04-05T22:53:00Z,CORR-B,11
2026-04-05T23:03:00Z,CORR-E,5
2026-04-06T00:57:00Z,CORR-E,18
2026-04-06T01:00:00Z,CORR-C,5
2026-04-06T01:38:00Z,CORR-E,79
2026-04-06T01:43:00Z,CORR-E,58
2026-04-06T02:34:00Z,CORR-E,8
2026-04-06T03:25:00Z,CORR-F,10
2026-04-06T03:31:00Z,CORR-C,8
2026-04-06T03:43:00Z,CORR-F,58
2026-04-06T06:24:00Z,CORR-C,61
2026-04-06T06:24:00Z,CORR-F,77
2026-04-06T06:25:00Z,CORR-C,60
2026-04-06T06:25:00Z,CORR-F,44
2026-04-06T06:29:00Z,CORR-D,60
2026-04-06T07:10:00Z,CORR-B,80
2026-04-06T07:17:00Z,CORR-B,36
2026-04-06T07:23:00Z,CORR-B,45
2026-04-06T07:31:00Z,CORR-A,9
2026-04-06T07:45:00Z,CORR-F,38
2026-04-06T07:46:00Z,CORR-E,37
2026-04-06T07:51:00Z,CORR-D,62
2026-04-06T07:52:00Z,CORR-B,73
2026-04-06T07:52:00Z,CORR-C,68
2026-04-06T07:53:00Z,CORR-A,52
2026-04-06T07:56:00Z,CORR-F,65
2026-04-06T07:57:00Z,CORR-E,43
2026-04-06T07:58:00Z,CORR-C,56
2026-04-06T07:59:00Z,CORR-B,69
2026-04-06T08:03:00Z,CORR-A,13
2026-04-06T08:03:00Z,CORR-E,47
2026-04-06T08:04:00Z,CORR-F,78
2026-04-06T08:31:00Z,CORR-A,8
2026-04-06T09:04:00Z,CORR-E,11
2026-04-06T09:22:00Z,CORR-D,51
2026-04-06T09:28:00Z,CORR-D,43
2026-04-06T09:30:00Z,CORR-D,73
2026-04-06T09:35:00Z,CORR-D,49
2026-04-06T10:28:00Z,CORR-A,49
2026-04-06T10:37:00Z,CORR-B,57
2026-04-06T10:42:00Z,CORR-D,79
2026-04-06T10:49:00Z,CORR-E,46
2026-04-06T10:51:00Z,CORR-E,83
2026-04-06T11:07:00Z,CORR-D,16
2026-04-06T11:41:00Z,CORR-C,15
2026-04-06T11:55:00Z,CORR-B,58
2026-04-06T11:55:00Z,CORR-F,87
2026-04-06T12:00:00Z,CORR-F,78
2026-04-06T12:02:00Z,CORR-B,78
2026-04-06T12:02:00Z,CORR-E,40
2026-04-06T12:03:00Z,CORR-D,6
2026-04-06T12:07:00Z,CORR-F,72
2026-04-06T12:08:00Z,CORR-E,55
2026-04-06T12:15:00Z,CORR-C,17
2026-04-06T14:25:00Z,CORR-F,58
2026-04-06T14:26:00Z,CORR-A,85
2026-04-06T14:28:00Z,CORR-B,68
2026-04-06T14:31:00Z,CORR-B,76
2026-04-06T14:31:00Z,CORR-C,56
2026-04-06T14:31:00Z,CORR-F,50
2026-04-06T14:33:00Z,CORR-A,51
2026-04-06T14:34:00Z,CORR-E,71
2026-04-06T14:36:00Z,CORR-C,54
2026-04-06T14:36:00Z,CORR-E,40
2026-04-06T14:36:00Z,CORR-F,43
2026-04-06T14:37:00Z,CORR-B,37
2026-04-06T14:53:00Z,CORR-A,19
2026-04-06T15:06:00Z,CORR-B,13
2026-04-06T15:13:00Z,CORR-D,11
2026-04-06T15:34:00Z,CORR-C,14
2026-04-06T16:37:00Z,CORR-B,49
2026-04-06T16:38:00Z,CORR-A,77
2026-04-06T16:40:00Z,CORR-B,43
2026-04-06T16:43:00Z,CORR-F,40
2026-04-06T16:45:00Z,CORR-F,43
2026-04-06T16:48:00Z,CORR-B,88
2026-04-06T16:55:00Z,CORR-A,18
2026-04-06T17:52:00Z,CORR-C,16
2026-04-06T17:58:00Z,CORR-E,16
2026-04-06T18:33:00Z,CORR-B,7
2026-04-06T18:35:00Z,CORR-A,63
2026-04-06T18:38:00Z,CORR-F,49
2026-04-06T18:40:00Z,CORR-F,40
2026-04-06T18:42:00Z,CORR-A,52
2026-04-06T18:42:00Z,CORR-D,55
2026-04-06T18:44:00Z,CORR-E,72
2026-04-06T19:21:00Z,CORR-E,19
2026-04-06T19:46:00Z,CORR-E,72
2026-04-06T19:49:00Z,CORR-B,47
2026-04-06T19:49:00Z,CORR-C,47
2026-04-06T19:50:00Z,CORR-F,59
2026-04-06T19:51:00Z,CORR-C,68
2026-04-06T19:52:00Z,CORR-B,58
2026-04-06T19:54:00Z,CORR-E,47
2026-04-06T19:55:00Z,CORR-F,59
2026-04-06T19:58:00Z,CORR-B,74
2026-04-06T20:35:00Z,CORR-E,6
2026-04-06T20:50:00Z,CORR-A,15
2026-04-06T21:37:00Z,CORR-F,17
2026-04-06T22:00:00Z,CORR-C,10
2026-04-06T22:03:00Z,CORR-D,18
2026-04-06T22:30:00Z,CORR-D,14
2026-04-06T22:54:00Z,CORR-A,10
2026-04-06T23:20:00Z,CORR-C,15
2026-04-06T23:38:00Z,CORR-E,16
2026-04-07T00:07:00Z,CORR-D,75
2026-04-07T00:08:00Z,CORR-B,50
2026-04-07T00:16:00Z,CORR-F,10
2026-04-07T01:11:00Z,CORR-F,15
2026-04-07T01:30:00Z,CORR-D,16
2026-04-07T01:44:00Z,CORR-E,9
2026-04-07T01:47:00Z,CORR-B,17
2026-04-07T02:43:00Z,CORR-A,18
2026-04-07T02:56:00Z,CORR-C,12
2026-04-07T04:03:00Z,CORR-A,17
2026-04-07T06:29:00Z,CORR-D,16
2026-04-07T06:48:00Z,CORR-D,73
2026-04-07T06:48:00Z,CORR-E,39
2026-04-07T06:50:00Z,CORR-D,55
2026-04-07T06:52:00Z,CORR-E,85
2026-04-07T06:53:00Z,CORR-F,85
2026-04-07T06:54:00Z,CORR-A,68
2026-04-07T06:55:00Z,CORR-A,72
2026-04-07T06:59:00Z,CORR-F,39
2026-04-07T07:10:00Z,CORR-A,79
2026-04-07T07:16:00Z,CORR-A,57
2026-04-07T07:16:00Z,CORR-B,89
2026-04-07T07:17:00Z,CORR-E,35
2026-04-07T07:19:00Z,CORR-C,19
2026-04-07T07:20:00Z,CORR-B,89
2026-04-07T07:20:00Z,CORR-F,61
2026-04-07T07:23:00Z,CORR-D,61
2026-04-07T07:26:00Z,CORR-F,66
2026-04-07T08:20:00Z,CORR-F,52
2026-04-07T08:24:00Z,CORR-A,49
2026-04-07T08:24:00Z,CORR-B,38
2026-04-07T08:25:00Z,CORR-B,52
2026-04-07T08:25:00Z,CORR-F,57
2026-04-07T08:27:00Z,CORR-A,71
2026-04-07T08:31:00Z,CORR-E,40
2026-04-07T08:32:00Z,CORR-F,56
2026-04-07T08:34:00Z,CORR-A,65
2026-04-07T08:34:00Z,CORR-B,46
2026-04-07T08:43:00Z,CORR-B,83
2026-04-07T08:45:00Z,CORR-B,44
2026-04-07T08:52:00Z,CORR-B,55
2026-04-07T09:02:00Z,CORR-A,79
2026-04-07T09:03:00Z,CORR-D,63
2026-04-07T09:03:00Z,CORR-E,81
2026-04-07T09:05:00Z,CORR-C,39
2026-04-07T09:05:00Z,CORR-F,55
2026-04-07T09:06:00Z,CORR-E,61
2026-04-07T09:08:00Z,CORR-A,80
2026-04-07T09:11:00Z,CORR-E,49
2026-04-07T09:11:00Z,CORR-F,84
2026-04-07T09:26:00Z,CORR-C,12
2026-04-07T09:41:00Z,CORR-C,12
2026-04-07T09:49:00Z,CORR-D,79
2026-04-07T09:49:00Z,CORR-F,77
2026-04-07T09:50:00Z,CORR-B,49
2026-04-07T09:50:00Z,CORR-C,84
2026-04-07T09:50:00Z,CORR-E,67
2026-04-07T09:52:00Z,CORR-D,36
2026-04-07T09:54:00Z,CORR-F,85
2026-04-07T09:55:00Z,CORR-F,62
2026-04-07T09:56:00Z,CORR-E,77
2026-04-07T09:57:00Z,CORR-C,35
2026-04-07T09:58:00Z,CORR-B,51
2026-04-07T09:59:00Z,CORR-D,54
2026-04-07T10:01:00Z,CORR-F,41
2026-04-07T10:03:00Z,CORR-E,45
2026-04-07T10:04:00Z,CORR-B,78
2026-04-07T10:04:00Z,CORR-D,48
2026-04-07T10:05:00Z,CORR-D,72
2026-04-07T10:08:00Z,CORR-E,38
2026-04-07T10:09:00Z,CORR-F,18
2026-04-07T10:20:00Z,CORR-A,70
2026-04-07T10:20:00Z,CORR-C,56
2026-04-07T10:23:00Z,CORR-B,61
2026-04-07T10:23:00Z,CORR-E,82
2026-04-07T10:25:00Z,CORR-F,89
2026-04-07T10:26:00Z,CORR-B,77
2026-04-07T10:28:00Z,CORR-E,61
2026-04-07T10:32:00Z,CORR-E,70
2026-04-07T10:32:00Z,CORR-F,51
2026-04-07T10:33:00Z,CORR-D,46
2026-04-07T10:48:00Z,CORR-E,65
2026-04-07T10:56:00Z,CORR-B,87
2026-04-07T10:56:00Z,CORR-C,79
2026-04-07T10:57:00Z,CORR-F,52
2026-04-07T10:58:00Z,CORR-A,79
2026-04-07T11:01:00Z,CORR-E,67
2026-04-07T11:02:00Z,CORR-A,76
2026-04-07T11:02:00Z,CORR-C,74
2026-04-07T11:03:00Z,CORR-D,56
2026-04-07T11:03:00Z,CORR-F,60
2026-04-07T11:07:00Z,CORR-B,55
2026-04-07T11:08:00Z,CORR-D,49
2026-04-07T11:08:00Z,CORR-E,39
2026-04-07T11:09:00Z,CORR-A,65
2026-04-07T11:15:00Z,CORR-A,37
2026-04-07T11:36:00Z,CORR-E,16
2026-04-07T12:04:00Z,CORR-B,83
2026-04-07T12:06:00Z,CORR-B,77
2026-04-07T12:12:00Z,CORR-B,61
2026-04-07T12:36:00Z,CORR-E,17
2026-04-07T12:59:00Z,CORR-D,11
2026-04-07T13:46:00Z,CORR-E,12
2026-04-07T14:04:00Z,CORR-C,19
2026-04-07T14:56:00Z,CORR-A,18
2026-04-07T14:59:00Z,CORR-C,19
2026-04-07T15:27:00Z,CORR-D,8
2026-04-07T15:56:00Z,CORR-D,13
2026-04-07T17:04:00Z,CORR-E,19
2026-04-07T17:11:00Z,CORR-E,8
2026-04-07T17:36:00Z,CORR-E,18
2026-04-07T17:52:00Z,CORR-C,17
2026-04-07T18:17:00Z,CORR-F,7
2026-04-07T18:30:00Z,CORR-C,13
2026-04-07T18:51:00Z,CORR-D,10
2026-04-07T19:07:00Z,CORR-E,15
2026-04-07T19:26:00Z,CORR-E,15
2026-04-07T20:03:00Z,CORR-A,16
2026-04-07T21:23:00Z,CORR-A,19
2026-04-07T22:29:00Z,CORR-F,6
2026-04-07T23:36:00Z,CORR-D,18
2026-04-08T00:12:00Z,CORR-E,19
2026-04-08T00:46:00Z,CORR-C,7
2026-04-08T01:10:00Z,CORR-F,37
2026-04-08T01:37:00Z,CORR-C,8
2026-04-08T02:45:00Z,CORR-A,89
2026-04-08T02:46:00Z,CORR-D,10
2026-04-08T03:34:00Z,CORR-F,13
2026-04-08T04:19:00Z,CORR-A,7
2026-04-08T05:12:00Z,CORR-B,12
2026-04-08T06:07:00Z,CORR-D,19
2026-04-08T07:07:00Z,CORR-C,18
2026-04-08T07:14:00Z,CORR-F,17
2026-04-08T08:16:00Z,CORR-C,17
2026-04-08T08:16:00Z,CORR-D,44
2026-04-08T08:22:00Z,CORR-D,41
2026-04-08T08:24:00Z,CORR-C,6
2026-04-08T08:44:00Z,CORR-C,15
2026-04-08T08:56:00Z,CORR-F,52
2026-04-08T08:57:00Z,CORR-C,72
2026-04-08T09:00:00Z,CORR-D,75
2026-04-08T09:01:00Z,CORR-B,18
2026-04-08T09:02:00Z,CORR-A,47
2026-04-08T09:02:00Z,CORR-E,37
2026-04-08T09:03:00Z,CORR-C,62
2026-04-08T09:04:00Z,CORR-F,69
2026-04-08T09:06:00Z,CORR-A,51
2026-04-08T09:07:00Z,CORR-D,84
2026-04-08T09:07:00Z,CORR-E,69
2026-04-08T09:08:00Z,CORR-C,77
2026-04-08T09:08:00Z,CORR-F,76
2026-04-08T09:12:00Z,CORR-A,38
2026-04-08T09:14:00Z,CORR-D,79
2026-04-08T09:16:00Z,CORR-B,5
2026-04-08T10:05:00Z,CORR-D,64
2026-04-08T10:05:00Z,CORR-F,88
2026-04-08T10:08:00Z,CORR-B,71
2026-04-08T10:09:00Z,CORR-E,57
2026-04-08T10:10:00Z,CORR-F,72
2026-04-08T10:11:00Z,CORR-D,83
2026-04-08T10:11:00Z,CORR-E,57
2026-04-08T10:14:00Z,CORR-A,53
2026-04-08T10:14:00Z,CORR-B,74
2026-04-08T10:15:00Z,CORR-C,62
2026-04-08T10:15:00Z,CORR-F,70
2026-04-08T10:17:00Z,CORR-D,76
2026-04-08T10:18:00Z,CORR-A,65
2026-04-08T10:18:00Z,CORR-E,66
2026-04-08T10:21:00Z,CORR-A,58
2026-04-08T10:24:00Z,CORR-E,50
2026-04-08T10:31:00Z,CORR-D,79
2026-04-08T10:35:00Z,CORR-B,73
2026-04-08T10:42:00Z,CORR-A,84
2026-04-08T10:47:00Z,CORR-D,82
2026-04-08T10:58:00Z,CORR-E,48
2026-04-08T10:59:00Z,CORR-B,59
2026-04-08T10:59:00Z,CORR-F,77
2026-04-08T11:00:00Z,CORR-E,56
2026-04-08T11:04:00Z,CORR-B,75
2026-04-08T11:04:00Z,CORR-F,54
2026-04-08T11:05:00Z,CORR-D,62
2026-04-08T11:06:00Z,CORR-A,69
2026-04-08T11:07:00Z,CORR-B,60
2026-04-08T11:33:00Z,CORR-C,15
2026-04-08T12:01:00Z,CORR-E,5
2026-04-08T12:09:00Z,CORR-B,89
2026-04-08T12:12:00Z,CORR-B,43
2026-04-08T12:19:00Z,CORR-B,9
2026-04-08T13:39:00Z,CORR-C,16
2026-04-08T14:54:00Z,CORR-F,10
2026-04-08T15:21:00Z,CORR-A,19
2026-04-08T16:23:00Z,CORR-D,16
2026-04-08T18:08:00Z,CORR-B,82
2026-04-08T18:09:00Z,CORR-A,68
2026-04-08T18:09:00Z,CORR-E,47
2026-04-08T18:11:00Z,CORR-E,87
2026-04-08T18:14:00Z,CORR-A,65
2026-04-08T18:15:00Z,CORR-F,68
2026-04-08T18:17:00Z,CORR-B,39
2026-04-08T18:18:00Z,CORR-E,61
2026-04-08T18:20:00Z,CORR-E,63
2026-04-08T18:21:00Z,CORR-A,46
2026-04-08T18:23:00Z,CORR-F,82
2026-04-08T18:24:00Z,CORR-B,78
2026-04-08T18:26:00Z,CORR-B,72
2026-04-08T18:27:00Z,CORR-A,55
2026-04-08T18:27:00Z,CORR-F,57
2026-04-08T18:56:00Z,CORR-A,5
2026-04-08T19:11:00Z,CORR-D,54
2026-04-08T19:12:00Z,CORR-E,77
2026-04-08T19:15:00Z,CORR-F,42
2026-04-08T19:17:00Z,CORR-D,44
2026-04-08T19:17:00Z,CORR-E,85
2026-04-08T19:18:00Z,CORR-A,56
2026-04-08T19:20:00Z,CORR-A,79
2026-04-08T19:22:00Z,CORR-D,88
2026-04-08T19:23:00Z,CORR-E,37
2026-04-08T19:25:00Z,CORR-E,68
2026-04-08T19:28:00Z,CORR-B,55
2026-04-08T19:28:00Z,CORR-C,80
2026-04-08T19:31:00Z,CORR-B,61
2026-04-08T20:15:00Z,CORR-A,11
2026-04-08T20:39:00Z,CORR-A,19
2026-04-08T22:08:00Z,CORR-E,8
2026-04-08T22:14:00Z,CORR-D,12
2026-04-08T23:50:00Z,CORR-C,18
2026-04-09T00:03:00Z,CORR-B,45
2026-04-09T01:15:00Z,CORR-D,16
2026-04-09T01:27:00Z,CORR-F,14
2026-04-09T02:28:00Z,CORR-E,17
2026-04-09T02:38:00Z,CORR-E,17
2026-04-09T03:40:00Z,CORR-B,7
2026-04-09T03:40:00Z,CORR-D,55
2026-04-09T03:57:00Z,CORR-E,10
2026-04-09T04:03:00Z,CORR-B,16
