device_timestamp,zone,handheld,operator,reading_c
2026-03-23T08:46:00Z,A,HH-1,s.larsen,-28.1
2026-03-23T08:54:00Z,B,HH-1,s.larsen,-19.9
2026-03-23T09:04:00Z,C,HH-1,s.larsen,-23.3
2026-03-23T09:13:00Z,E,HH-1,s.larsen,-22.7
2026-03-24T08:08:00Z,A,HH-1,s.larsen,-29.2
2026-03-24T08:19:00Z,B,HH-1,s.larsen,-19.4
2026-03-24T08:25:00Z,C,HH-1,s.larsen,-23.2
2026-03-24T08:37:00Z,E,HH-1,s.larsen,-23.6
2026-03-24T09:16:00Z,C,HH-2,o.ferreira,-21.8
2026-03-24T09:27:00Z,A,HH-2,o.ferreira,-27.2
2026-03-24T09:34:00Z,E,HH-2,o.ferreira,-24.0
2026-03-25T09:30:00Z,B,HH-2,o.ferreira,-18.4
2026-03-25T09:40:00Z,A,HH-2,o.ferreira,-28.1
2026-03-25T09:46:00Z,C,HH-2,o.ferreira,-18.9
2026-03-25T10:46:00Z,A,HH-1,s.larsen,-27.8
2026-03-25T10:59:00Z,B,HH-1,s.larsen,-19.7
2026-03-25T11:06:00Z,C,HH-1,s.larsen,-21.9
2026-03-25T11:10:00Z,E,HH-1,s.larsen,-24.1
2026-03-26T10:01:00Z,E,HH-2,o.ferreira,-19.1
2026-03-26T10:11:00Z,C,HH-2,o.ferreira,-23.4
2026-03-26T10:24:00Z,A,HH-2,o.ferreira,-27.7
2026-03-26T11:55:00Z,A,HH-1,s.larsen,-28.6
2026-03-26T12:02:00Z,B,HH-1,s.larsen,-18.8
2026-03-26T12:12:00Z,C,HH-1,s.larsen,-22.5
2026-03-26T12:21:00Z,E,HH-1,s.larsen,-23.3
2026-03-27T07:22:00Z,A,HH-1,s.larsen,-28.1
2026-03-27T07:31:00Z,B,HH-1,s.larsen,-17.8
2026-03-27T07:37:00Z,C,HH-1,s.larsen,-23.9
2026-03-27T07:44:00Z,E,HH-1,s.larsen,-23.4
2026-03-27T11:55:00Z,A,HH-2,o.ferreira,-27.7
2026-03-27T12:05:00Z,E,HH-2,o.ferreira,-24.1
2026-03-27T12:17:00Z,B,HH-2,o.ferreira,-19.0
2026-03-30T09:13:00Z,A,HH-2,o.ferreira,-28.1
2026-03-30T09:19:00Z,A,HH-1,s.larsen,-28.1
2026-03-30T09:27:00Z,B,HH-2,o.ferreira,-18.9
2026-03-30T09:30:00Z,B,HH-1,s.larsen,-19.3
2026-03-30T09:33:00Z,C,HH-2,o.ferreira,-23.0
2026-03-30T09:40:00Z,C,HH-1,s.larsen,-23.3
2026-03-30T09:44:00Z,E,HH-1,s.larsen,-22.0
2026-03-31T08:37:00Z,A,HH-1,s.larsen,-28.3
2026-03-31T08:45:00Z,B,HH-1,s.larsen,-18.7
2026-03-31T08:58:00Z,C,HH-1,s.larsen,-24.1
2026-03-31T09:03:00Z,E,HH-1,s.larsen,-18.6
2026-03-31T11:45:00Z,B,HH-2,o.ferreira,-18.1
2026-03-31T11:58:00Z,C,HH-2,o.ferreira,-24.3
2026-03-31T12:08:00Z,E,HH-2,o.ferreira,-24.0
2026-04-01T11:34:00Z,B,HH-2,o.ferreira,-17.9
2026-04-01T11:40:00Z,A,HH-1,s.larsen,-28.1
2026-04-01T11:48:00Z,C,HH-2,o.ferreira,-24.0
2026-04-01T11:54:00Z,B,HH-1,s.larsen,-19.6
2026-04-01T12:02:00Z,E,HH-2,o.ferreira,-23.7
2026-04-01T12:06:00Z,C,HH-1,s.larsen,-24.3
2026-04-01T12:17:00Z,E,HH-1,s.larsen,-24.6
2026-04-02T09:52:00Z,A,HH-1,s.larsen,-27.5
2026-04-02T09:56:00Z,B,HH-1,s.larsen,-20.0
2026-04-02T10:04:00Z,C,HH-1,s.larsen,-25.6
2026-04-02T10:08:00Z,E,HH-1,s.larsen,-24.1
2026-04-02T11:36:00Z,C,HH-2,o.ferreira,-22.8
2026-04-02T11:40:00Z,B,HH-2,o.ferreira,-18.4
2026-04-02T11:50:00Z,E,HH-2,o.ferreira,-22.2
2026-04-03T07:40:00Z,B,HH-2,o.ferreira,-19.5
2026-04-03T07:49:00Z,A,HH-2,o.ferreira,-27.2
2026-04-03T07:55:00Z,E,HH-2,o.ferreira,-22.0
2026-04-03T09:53:00Z,A,HH-1,s.larsen,-29.1
2026-04-03T10:06:00Z,B,HH-1,s.larsen,-18.9
2026-04-03T10:17:00Z,C,HH-1,s.larsen,-20.0
2026-04-03T10:30:00Z,E,HH-1,s.larsen,-22.9
2026-04-06T07:33:00Z,E,HH-2,o.ferreira,-23.7
2026-04-06T07:39:00Z,C,HH-2,o.ferreira,-25.2
2026-04-06T07:47:00Z,A,HH-2,o.ferreira,-27.4
2026-04-06T09:46:00Z,A,HH-1,s.larsen,-28.3
2026-04-06T09:57:00Z,B,HH-1,s.larsen,-18.4
2026-04-06T10:10:00Z,C,HH-1,s.larsen,-25.1
2026-04-06T10:24:00Z,E,HH-1,s.larsen,-24.4
2026-04-07T07:27:00Z,B,HH-2,o.ferreira,-18.3
2026-04-07T07:40:00Z,E,HH-2,o.ferreira,-23.5
2026-04-07T07:53:00Z,A,HH-2,o.ferreira,-28.1
2026-04-07T08:51:00Z,A,HH-1,s.larsen,-29.1
2026-04-07T09:04:00Z,B,HH-1,s.larsen,-18.6
2026-04-07T09:10:00Z,C,HH-1,s.larsen,-26.4
2026-04-07T09:18:00Z,E,HH-1,s.larsen,-24.6
2026-04-08T09:24:00Z,A,HH-1,s.larsen,-29.0
2026-04-08T09:36:00Z,B,HH-1,s.larsen,-19.5
2026-04-08T09:48:00Z,C,HH-1,s.larsen,-23.1
2026-04-08T09:57:00Z,E,HH-1,s.larsen,-18.9
2026-04-08T10:56:00Z,C,HH-2,o.ferreira,-21.2
2026-04-08T11:10:00Z,B,HH-2,o.ferreira,-18.6
2026-04-08T11:15:00Z,A,HH-2,o.ferreira,-28.1
2026-04-09T07:46:00Z,A,HH-1,s.larsen,-28.9
2026-04-09T07:58:00Z,B,HH-1,s.larsen,-19.0
2026-04-09T08:08:00Z,C,HH-1,s.larsen,-23.0
2026-04-09T08:17:00Z,E,HH-1,s.larsen,-24.2
2026-04-09T09:46:00Z,C,HH-2,o.ferreira,-22.1
2026-04-09T09:52:00Z,A,HH-2,o.ferreira,-27.1
2026-04-09T09:59:00Z,E,HH-2,o.ferreira,-21.8
2026-04-10T07:10:00Z,A,HH-2,o.ferreira,-28.4
2026-04-10T07:14:00Z,B,HH-2,o.ferreira,-18.1
2026-04-10T07:23:00Z,C,HH-2,o.ferreira,-21.6
2026-04-10T09:13:00Z,A,HH-1,s.larsen,-28.1
2026-04-10T09:21:00Z,B,HH-1,s.larsen,-19.8
2026-04-10T09:31:00Z,C,HH-1,s.larsen,-23.4
2026-04-10T09:35:00Z,E,HH-1,s.larsen,-22.8
2026-04-13T09:57:00Z,A,HH-1,s.larsen,-28.3
2026-04-13T10:08:00Z,B,HH-1,s.larsen,-18.0
2026-04-13T10:22:00Z,C,HH-1,s.larsen,-23.1
2026-04-13T10:26:00Z,E,HH-1,s.larsen,-22.8
2026-04-13T11:36:00Z,A,HH-2,o.ferreira,-27.6
2026-04-13T11:50:00Z,E,HH-2,o.ferreira,-22.2
2026-04-13T12:04:00Z,B,HH-2,o.ferreira,-18.3
