timestamp,panel,kwh_15min,panel_room_temp_c
2026-03-15T03:30:00Z,P1,1.609,18.6
2026-03-15T03:30:00Z,P2,2.555,18.6
2026-03-15T03:30:00Z,P3,1.810,18.6
2026-03-15T03:45:00Z,P1,1.068,18.5
2026-03-15T03:45:00Z,P2,3.249,18.5
2026-03-15T03:45:00Z,P3,2.134,18.5
2026-03-15T04:00:00Z,P1,0.333,18.6
2026-03-15T04:00:00Z,P2,1.838,18.6
2026-03-15T04:00:00Z,P3,1.204,18.6
2026-03-15T04:15:00Z,P1,0.636,18.9
2026-03-15T04:15:00Z,P2,0.352,18.9
2026-03-15T04:15:00Z,P3,0.343,18.9
2026-03-15T04:30:00Z,P1,1.573,18.6
2026-03-15T04:30:00Z,P2,2.130,18.6
2026-03-15T04:30:00Z,P3,0.875,18.6
2026-03-15T04:45:00Z,P1,3.612,18.9
2026-03-15T04:45:00Z,P2,4.439,18.9
2026-03-15T04:45:00Z,P3,2.198,18.9
2026-03-15T05:00:00Z,P1,3.114,18.7
2026-03-15T05:00:00Z,P2,2.526,18.7
2026-03-15T05:00:00Z,P3,2.170,18.7
2026-03-15T05:15:00Z,P1,2.401,19.1
2026-03-15T05:15:00Z,P2,1.936,19.1
2026-03-15T05:15:00Z,P3,0.729,19.1
2026-03-15T05:30:00Z,P1,2.718,19.1
2026-03-15T05:30:00Z,P2,2.384,19.1
2026-03-15T05:30:00Z,P3,0.314,19.1
2026-03-15T05:45:00Z,P1,3.746,18.9
2026-03-15T05:45:00Z,P2,0.575,18.9
2026-03-15T05:45:00Z,P3,0.814,18.9
2026-03-15T06:00:00Z,P1,3.756,19.1
2026-03-15T06:00:00Z,P2,1.105,19.1
2026-03-15T06:00:00Z,P3,2.214,19.1
2026-03-15T06:15:00Z,P1,3.559,19.4
2026-03-15T06:15:00Z,P2,4.604,19.4
2026-03-15T06:15:00Z,P3,2.157,19.4
2026-03-15T06:30:00Z,P1,0.659,19.5
2026-03-15T06:30:00Z,P2,3.486,19.5
2026-03-15T06:30:00Z,P3,0.735,19.5
2026-03-15T06:45:00Z,P1,0.357,19.6
2026-03-15T06:45:00Z,P2,0.796,19.6
2026-03-15T06:45:00Z,P3,0.283,19.6
2026-03-15T07:00:00Z,P1,1.323,19.4
2026-03-15T07:00:00Z,P2,2.406,19.4
2026-03-15T07:00:00Z,P3,0.837,19.4
2026-03-15T07:15:00Z,P1,1.590,19.5
2026-03-15T07:15:00Z,P2,1.565,19.5
2026-03-15T07:15:00Z,P3,2.186,19.5
2026-03-15T07:30:00Z,P1,1.577,19.7
2026-03-15T07:30:00Z,P2,1.939,19.7
2026-03-15T07:30:00Z,P3,2.006,19.7
2026-03-15T07:45:00Z,P1,0.777,19.7
2026-03-15T07:45:00Z,P2,4.293,19.7
2026-03-15T07:45:00Z,P3,0.338,19.7
2026-03-15T08:00:00Z,P1,0.338,20.1
2026-03-15T08:00:00Z,P2,3.043,20.1
2026-03-15T08:00:00Z,P3,0.388,20.1
2026-03-15T08:15:00Z,P1,0.736,19.8
2026-03-15T08:15:00Z,P2,0.365,19.8
2026-03-15T08:15:00Z,P3,1.177,19.8
2026-03-15T08:30:00Z,P1,1.594,20.2
2026-03-15T08:30:00Z,P2,1.685,20.2
2026-03-15T08:30:00Z,P3,2.463,20.2
2026-03-15T08:45:00Z,P1,1.627,20.1
2026-03-15T08:45:00Z,P2,3.413,20.1
2026-03-15T08:45:00Z,P3,3.236,20.1
2026-03-15T09:00:00Z,P1,1.118,20.4
2026-03-15T09:00:00Z,P2,2.678,20.4
2026-03-15T09:00:00Z,P3,1.804,20.4
2026-03-15T09:15:00Z,P1,0.333,20.4
2026-03-15T09:15:00Z,P2,3.352,20.4
2026-03-15T09:15:00Z,P3,1.845,20.4
2026-03-15T09:30:00Z,P1,0.673,20.8
2026-03-15T09:30:00Z,P2,2.419,20.8
2026-03-15T09:30:00Z,P3,2.643,20.8
2026-03-15T09:45:00Z,P1,1.627,20.2
2026-03-15T09:45:00Z,P2,0.881,20.2
2026-03-15T09:45:00Z,P3,3.648,20.2
2026-03-15T10:00:00Z,P1,1.591,21.2
2026-03-15T10:00:00Z,P2,1.231,21.2
2026-03-15T10:00:00Z,P3,3.701,21.2
2026-03-15T10:15:00Z,P1,1.369,21.1
2026-03-15T10:15:00Z,P2,4.574,21.1
2026-03-15T10:15:00Z,P3,0.805,21.1
2026-03-15T10:30:00Z,P1,0.345,20.9
2026-03-15T10:30:00Z,P2,4.014,20.9
2026-03-15T10:30:00Z,P3,0.296,20.9
2026-03-15T10:45:00Z,P1,2.774,20.9
2026-03-15T10:45:00Z,P2,2.665,20.9
2026-03-15T10:45:00Z,P3,1.335,20.9
2026-03-15T11:00:00Z,P1,3.737,20.9
2026-03-15T11:00:00Z,P2,2.331,20.9
2026-03-15T11:00:00Z,P3,2.173,20.9
2026-03-15T11:15:00Z,P1,3.741,21.4
2026-03-15T11:15:00Z,P2,2.337,21.4
2026-03-15T11:15:00Z,P3,2.171,21.4
2026-03-15T11:30:00Z,P1,2.479,21.2
2026-03-15T11:30:00Z,P2,0.762,21.2
2026-03-15T11:30:00Z,P3,0.398,21.2
2026-03-15T11:45:00Z,P1,2.451,21.3
2026-03-15T11:45:00Z,P2,1.659,21.3
2026-03-15T11:45:00Z,P3,0.372,21.3
2026-03-15T12:00:00Z,P1,3.700,21.6
2026-03-15T12:00:00Z,P2,4.553,21.6
2026-03-15T12:00:00Z,P3,0.979,21.6
2026-03-15T12:15:00Z,P1,2.867,21.2
2026-03-15T12:15:00Z,P2,3.471,21.2
2026-03-15T12:15:00Z,P3,2.115,21.2
2026-03-15T12:30:00Z,P1,1.580,21.4
2026-03-15T12:30:00Z,P2,0.314,21.4
2026-03-15T12:30:00Z,P3,2.198,21.4
2026-03-15T12:45:00Z,P1,0.394,21.5
2026-03-15T12:45:00Z,P2,1.844,21.5
2026-03-15T12:45:00Z,P3,0.585,21.5
2026-03-15T13:00:00Z,P1,0.351,21.4
2026-03-15T13:00:00Z,P2,2.687,21.4
2026-03-15T13:00:00Z,P3,0.359,21.4
2026-03-15T13:15:00Z,P1,0.806,21.5
2026-03-15T13:15:00Z,P2,2.634,21.5
2026-03-15T13:15:00Z,P3,1.688,21.5
2026-03-15T13:30:00Z,P1,1.561,21.3
2026-03-15T13:30:00Z,P2,3.456,21.3
2026-03-15T13:30:00Z,P3,2.160,21.3
2026-03-15T13:45:00Z,P1,1.585,21.4
2026-03-15T13:45:00Z,P2,2.870,21.4
2026-03-15T13:45:00Z,P3,1.326,21.4
2026-03-15T14:00:00Z,P1,1.615,21.5
2026-03-15T14:00:00Z,P2,1.870,21.5
2026-03-15T14:00:00Z,P3,0.382,21.5
2026-03-15T14:15:00Z,P1,0.344,21.4
2026-03-15T14:15:00Z,P2,0.380,21.4
2026-03-15T14:15:00Z,P3,0.636,21.4
2026-03-15T14:30:00Z,P1,0.332,21.7
2026-03-15T14:30:00Z,P2,2.137,21.7
2026-03-15T14:30:00Z,P3,2.129,21.7
2026-03-15T14:45:00Z,P1,1.147,21.4
2026-03-15T14:45:00Z,P2,4.562,21.4
2026-03-15T14:45:00Z,P3,2.185,21.4
2026-03-15T15:00:00Z,P1,1.571,21.7
2026-03-15T15:00:00Z,P2,2.442,21.7
2026-03-15T15:00:00Z,P3,1.947,21.7
2026-03-15T15:15:00Z,P1,1.592,21.5
2026-03-15T15:15:00Z,P2,1.192,21.5
2026-03-15T15:15:00Z,P3,1.822,21.5
2026-03-15T15:30:00Z,P1,1.094,21.2
2026-03-15T15:30:00Z,P2,2.423,21.2
2026-03-15T15:30:00Z,P3,3.110,21.2
2026-03-15T15:45:00Z,P1,0.425,21.4
2026-03-15T15:45:00Z,P2,0.727,21.4
2026-03-15T15:45:00Z,P3,3.639,21.4
2026-03-15T16:00:00Z,P1,0.461,21.0
2026-03-15T16:00:00Z,P2,2.557,21.0
2026-03-15T16:00:00Z,P3,3.530,21.0
2026-03-15T16:15:00Z,P1,3.312,21.3
2026-03-15T16:15:00Z,P2,4.551,21.3
2026-03-15T16:15:00Z,P3,3.392,21.3
2026-03-15T16:30:00Z,P1,3.695,21.1
2026-03-15T16:30:00Z,P2,2.782,21.1
2026-03-15T16:30:00Z,P3,3.599,21.1
2026-03-15T16:45:00Z,P1,3.584,21.0
2026-03-15T16:45:00Z,P2,2.536,21.0
2026-03-15T16:45:00Z,P3,2.912,21.0
2026-03-15T17:00:00Z,P1,4.021,21.1
2026-03-15T17:00:00Z,P2,4.546,21.1
2026-03-15T17:00:00Z,P3,2.160,21.1
2026-03-15T17:15:00Z,P1,4.007,21.3
2026-03-15T17:15:00Z,P2,3.311,21.3
2026-03-15T17:15:00Z,P3,2.194,21.3
2026-03-15T17:30:00Z,P1,3.645,20.9
2026-03-15T17:30:00Z,P2,2.828,20.9
2026-03-15T17:30:00Z,P3,2.153,20.9
2026-03-15T17:45:00Z,P1,3.706,20.9
2026-03-15T17:45:00Z,P2,4.559,20.9
2026-03-15T17:45:00Z,P3,2.116,20.9
2026-03-15T18:00:00Z,P1,3.717,20.8
2026-03-15T18:00:00Z,P2,4.125,20.8
2026-03-15T18:00:00Z,P3,1.112,20.8
2026-03-15T18:15:00Z,P1,2.452,20.9
2026-03-15T18:15:00Z,P2,2.528,20.9
2026-03-15T18:15:00Z,P3,0.353,20.9
2026-03-15T18:30:00Z,P1,1.597,20.5
2026-03-15T18:30:00Z,P2,3.282,20.5
2026-03-15T18:30:00Z,P3,0.828,20.5
2026-03-15T18:45:00Z,P1,1.579,20.4
2026-03-15T18:45:00Z,P2,2.396,20.4
2026-03-15T18:45:00Z,P3,2.182,20.4
2026-03-15T19:00:00Z,P1,1.588,20.4
2026-03-15T19:00:00Z,P2,0.495,20.4
2026-03-15T19:00:00Z,P3,2.215,20.4
2026-03-15T19:15:00Z,P1,1.150,20.2
2026-03-15T19:15:00Z,P2,1.085,20.2
2026-03-15T19:15:00Z,P3,0.707,20.2
2026-03-15T19:30:00Z,P1,0.351,20.2
2026-03-15T19:30:00Z,P2,4.590,20.2
2026-03-15T19:30:00Z,P3,0.331,20.2
2026-03-15T19:45:00Z,P1,0.566,20.5
2026-03-15T19:45:00Z,P2,2.904,20.5
2026-03-15T19:45:00Z,P3,1.107,20.5
2026-03-15T20:00:00Z,P1,1.653,20.0
2026-03-15T20:00:00Z,P2,1.715,20.0
2026-03-15T20:00:00Z,P3,2.134,20.0
2026-03-15T20:15:00Z,P1,1.587,20.0
2026-03-15T20:15:00Z,P2,2.389,20.0
2026-03-15T20:15:00Z,P3,3.552,20.0
2026-03-15T20:30:00Z,P1,1.296,20.0
2026-03-15T20:30:00Z,P2,0.756,20.0
2026-03-15T20:30:00Z,P3,1.814,20.0
2026-03-15T20:45:00Z,P1,0.314,19.9
2026-03-15T20:45:00Z,P2,2.352,19.9
2026-03-15T20:45:00Z,P3,1.853,19.9
2026-03-15T21:00:00Z,P1,0.374,19.4
2026-03-15T21:00:00Z,P2,4.532,19.4
2026-03-15T21:00:00Z,P3,2.642,19.4
2026-03-15T21:15:00Z,P1,1.525,19.8
2026-03-15T21:15:00Z,P2,2.478,19.8
2026-03-15T21:15:00Z,P3,3.726,19.8
2026-03-15T21:30:00Z,P1,1.613,19.7
2026-03-15T21:30:00Z,P2,0.500,19.7
2026-03-15T21:30:00Z,P3,2.594,19.7
2026-03-15T21:45:00Z,P1,1.611,19.6
2026-03-15T21:45:00Z,P2,2.410,19.6
2026-03-15T21:45:00Z,P3,0.333,19.6
2026-03-15T22:00:00Z,P1,0.394,19.1
2026-03-15T22:00:00Z,P2,2.412,19.1
2026-03-15T22:00:00Z,P3,0.335,19.1
2026-03-15T22:15:00Z,P1,0.291,19.1
2026-03-15T22:15:00Z,P2,2.505,19.1
2026-03-15T22:15:00Z,P3,1.834,19.1
2026-03-15T22:30:00Z,P1,1.352,18.9
2026-03-15T22:30:00Z,P2,3.389,18.9
2026-03-15T22:30:00Z,P3,2.170,18.9
2026-03-15T22:45:00Z,P1,1.548,18.8
2026-03-15T22:45:00Z,P2,1.989,18.8
2026-03-15T22:45:00Z,P3,1.541,18.8
2026-03-15T23:00:00Z,P1,1.553,19.0
2026-03-15T23:00:00Z,P2,2.191,19.0
2026-03-15T23:00:00Z,P3,0.365,19.0
2026-03-15T23:15:00Z,P1,0.508,18.6
2026-03-15T23:15:00Z,P2,2.404,18.6
2026-03-15T23:15:00Z,P3,0.369,18.6
2026-03-15T23:30:00Z,P1,0.350,18.8
2026-03-15T23:30:00Z,P2,3.820,18.8
2026-03-15T23:30:00Z,P3,2.172,18.8
2026-03-15T23:45:00Z,P1,1.239,18.6
2026-03-15T23:45:00Z,P2,4.599,18.6
2026-03-15T23:45:00Z,P3,2.190,18.6
2026-03-16T00:00:00Z,P1,1.647,18.3
2026-03-16T00:00:00Z,P2,3.855,18.3
2026-03-16T00:00:00Z,P3,0.812,18.3
2026-03-16T00:15:00Z,P1,1.611,18.4
2026-03-16T00:15:00Z,P2,2.364,18.4
2026-03-16T00:15:00Z,P3,0.351,18.4
2026-03-16T00:30:00Z,P1,0.745,18.6
2026-03-16T00:30:00Z,P2,2.460,18.6
2026-03-16T00:30:00Z,P3,0.879,18.6
2026-03-16T00:45:00Z,P1,0.349,18.9
2026-03-16T00:45:00Z,P2,0.947,18.9
2026-03-16T00:45:00Z,P3,2.181,18.9
2026-03-16T01:00:00Z,P1,1.002,18.9
2026-03-16T01:00:00Z,P2,2.133,18.9
2026-03-16T01:00:00Z,P3,2.175,18.9
2026-03-16T01:15:00Z,P1,1.575,18.6
2026-03-16T01:15:00Z,P2,4.277,18.6
2026-03-16T01:15:00Z,P3,0.509,18.6
2026-03-16T01:30:00Z,P1,1.589,18.4
2026-03-16T01:30:00Z,P2,3.377,18.4
2026-03-16T01:30:00Z,P3,0.365,18.4
2026-03-16T01:45:00Z,P1,0.802,18.5
2026-03-16T01:45:00Z,P2,0.336,18.5
2026-03-16T01:45:00Z,P3,1.180,18.5
2026-03-16T02:00:00Z,P1,0.308,18.2
2026-03-16T02:00:00Z,P2,1.567,18.2
2026-03-16T02:00:00Z,P3,2.178,18.2
2026-03-16T02:15:00Z,P1,0.731,18.5
2026-03-16T02:15:00Z,P2,2.144,18.5
2026-03-16T02:15:00Z,P3,1.793,18.5
2026-03-16T02:30:00Z,P1,1.620,18.4
2026-03-16T02:30:00Z,P2,2.104,18.4
2026-03-16T02:30:00Z,P3,0.389,18.4
2026-03-16T02:45:00Z,P1,2.094,18.4
2026-03-16T02:45:00Z,P2,3.771,18.4
2026-03-16T02:45:00Z,P3,0.353,18.4
2026-03-16T03:00:00Z,P1,3.086,18.3
2026-03-16T03:00:00Z,P2,3.072,18.3
2026-03-16T03:00:00Z,P3,1.691,18.3
2026-03-16T03:15:00Z,P1,2.507,18.1
2026-03-16T03:15:00Z,P2,0.395,18.1
2026-03-16T03:15:00Z,P3,2.173,18.1
2026-03-16T03:30:00Z,P1,2.782,18.4
2026-03-16T03:30:00Z,P2,1.339,18.4
2026-03-16T03:30:00Z,P3,1.186,18.4
2026-03-16T03:45:00Z,P1,3.678,18.7
2026-03-16T03:45:00Z,P2,3.586,18.7
2026-03-16T03:45:00Z,P3,0.321,18.7
2026-03-16T04:00:00Z,P1,3.787,19.1
2026-03-16T04:00:00Z,P2,2.648,19.1
2026-03-16T04:00:00Z,P3,0.438,19.1
2026-03-16T04:15:00Z,P1,2.921,19.0
2026-03-16T04:15:00Z,P2,2.199,19.0
2026-03-16T04:15:00Z,P3,2.167,19.0
2026-03-16T04:30:00Z,P1,0.963,18.8
2026-03-16T04:30:00Z,P2,2.434,18.8
2026-03-16T04:30:00Z,P3,2.158,18.8
2026-03-16T04:45:00Z,P1,0.975,19.0
2026-03-16T04:45:00Z,P2,1.002,19.0
2026-03-16T04:45:00Z,P3,0.816,19.0
2026-03-16T05:00:00Z,P1,1.608,18.4
2026-03-16T05:00:00Z,P2,0.609,18.4
2026-03-16T05:00:00Z,P3,0.269,18.4
2026-03-16T05:15:00Z,P1,1.570,18.9
2026-03-16T05:15:00Z,P2,4.032,18.9
2026-03-16T05:15:00Z,P3,0.946,18.9
2026-03-16T05:30:00Z,P1,0.836,19.1
2026-03-16T05:30:00Z,P2,3.298,19.1
2026-03-16T05:30:00Z,P3,2.164,19.1
2026-03-16T05:45:00Z,P1,0.358,19.1
2026-03-16T05:45:00Z,P2,1.802,19.1
2026-03-16T05:45:00Z,P3,1.827,19.1
2026-03-16T06:00:00Z,P1,0.801,19.6
2026-03-16T06:00:00Z,P2,2.372,19.6
2026-03-16T06:00:00Z,P3,0.373,19.6
2026-03-16T06:15:00Z,P1,1.573,19.4
2026-03-16T06:15:00Z,P2,0.770,19.4
2026-03-16T06:15:00Z,P3,0.350,19.4
2026-03-16T06:30:00Z,P1,1.561,19.0
2026-03-16T06:30:00Z,P2,2.183,19.0
2026-03-16T06:30:00Z,P3,1.658,19.0
2026-03-16T06:45:00Z,P1,0.695,19.5
2026-03-16T06:45:00Z,P2,4.579,19.5
2026-03-16T06:45:00Z,P3,2.182,19.5
2026-03-16T07:00:00Z,P1,0.379,19.6
2026-03-16T07:00:00Z,P2,2.844,19.6
2026-03-16T07:00:00Z,P3,2.186,19.6
2026-03-16T07:15:00Z,P1,1.001,19.5
2026-03-16T07:15:00Z,P2,0.418,19.5
2026-03-16T07:15:00Z,P3,1.291,19.5
2026-03-16T07:30:00Z,P1,1.592,19.9
2026-03-16T07:30:00Z,P2,1.150,19.9
2026-03-16T07:30:00Z,P3,0.337,19.9
2026-03-16T07:45:00Z,P1,1.632,19.8
2026-03-16T07:45:00Z,P2,4.561,19.8
2026-03-16T07:45:00Z,P3,0.579,19.8
2026-03-16T08:00:00Z,P1,1.093,19.9
2026-03-16T08:00:00Z,P2,4.570,19.9
2026-03-16T08:00:00Z,P3,2.178,19.9
2026-03-16T08:15:00Z,P1,0.366,20.2
2026-03-16T08:15:00Z,P2,2.660,20.2
2026-03-16T08:15:00Z,P3,2.215,20.2
2026-03-16T08:30:00Z,P1,0.664,20.5
2026-03-16T08:30:00Z,P2,0.930,20.5
2026-03-16T08:30:00Z,P3,1.980,20.5
2026-03-16T08:45:00Z,P1,1.585,20.1
2026-03-16T08:45:00Z,P2,2.405,20.1
2026-03-16T08:45:00Z,P3,1.796,20.1
2026-03-16T09:00:00Z,P1,1.625,20.8
2026-03-16T09:00:00Z,P2,1.699,20.8
2026-03-16T09:00:00Z,P3,2.264,20.8
2026-03-16T09:15:00Z,P1,3.075,21.0
2026-03-16T09:15:00Z,P2,2.552,21.0
2026-03-16T09:15:00Z,P3,3.645,21.0
2026-03-16T09:30:00Z,P1,2.464,20.8
2026-03-16T09:30:00Z,P2,4.101,20.8
2026-03-16T09:30:00Z,P3,3.702,20.8
2026-03-16T09:45:00Z,P1,2.782,20.9
2026-03-16T09:45:00Z,P2,2.389,20.9
2026-03-16T09:45:00Z,P3,2.066,20.9
2026-03-16T10:00:00Z,P1,3.734,20.8
2026-03-16T10:00:00Z,P2,0.561,20.8
2026-03-16T10:00:00Z,P3,0.643,20.8
2026-03-16T10:15:00Z,P1,3.726,21.7
2026-03-16T10:15:00Z,P2,1.236,21.7
2026-03-16T10:15:00Z,P3,1.341,21.7
2026-03-16T10:30:00Z,P1,3.427,20.9
2026-03-16T10:30:00Z,P2,4.588,20.9
2026-03-16T10:30:00Z,P3,2.128,20.9
2026-03-16T10:45:00Z,P1,2.485,21.1
2026-03-16T10:45:00Z,P2,3.710,21.1
2026-03-16T10:45:00Z,P3,1.789,21.1
2026-03-16T11:00:00Z,P1,2.341,21.2
2026-03-16T11:00:00Z,P2,3.705,21.2
2026-03-16T11:00:00Z,P3,0.324,21.2
2026-03-16T11:15:00Z,P1,3.747,21.1
2026-03-16T11:15:00Z,P2,3.375,21.1
2026-03-16T11:15:00Z,P3,0.820,21.1
2026-03-16T11:30:00Z,P1,3.736,21.3
2026-03-16T11:30:00Z,P2,1.021,21.3
2026-03-16T11:30:00Z,P3,2.151,21.3
2026-03-16T11:45:00Z,P1,3.093,21.2
2026-03-16T11:45:00Z,P2,1.260,21.2
2026-03-16T11:45:00Z,P3,2.174,21.2
2026-03-16T12:00:00Z,P1,1.451,21.3
2026-03-16T12:00:00Z,P2,4.261,21.3
2026-03-16T12:00:00Z,P3,0.595,21.3
2026-03-16T12:15:00Z,P1,1.584,21.7
2026-03-16T12:15:00Z,P2,3.722,21.7
2026-03-16T12:15:00Z,P3,0.337,21.7
2026-03-16T12:30:00Z,P1,0.698,21.4
2026-03-16T12:30:00Z,P2,1.449,21.4
2026-03-16T12:30:00Z,P3,1.587,21.4
2026-03-16T12:45:00Z,P1,0.299,21.6
2026-03-16T12:45:00Z,P2,1.906,21.6
2026-03-16T12:45:00Z,P3,1.709,21.6
2026-03-16T13:00:00Z,P1,0.816,21.4
2026-03-16T13:00:00Z,P2,2.019,21.4
2026-03-16T13:00:00Z,P3,1.699,21.4
2026-03-16T13:15:00Z,P1,1.652,21.5
2026-03-16T13:15:00Z,P2,1.259,21.5
2026-03-16T13:15:00Z,P3,1.519,21.5
2026-03-16T13:30:00Z,P1,1.632,21.6
2026-03-16T13:30:00Z,P2,4.021,21.6
2026-03-16T13:30:00Z,P3,1.871,21.6
2026-03-16T13:45:00Z,P1,1.086,21.6
2026-03-16T13:45:00Z,P2,4.135,21.6
2026-03-16T13:45:00Z,P3,2.179,21.6
2026-03-16T14:00:00Z,P1,0.293,21.6
2026-03-16T14:00:00Z,P2,0.375,21.6
2026-03-16T14:00:00Z,P3,2.204,21.6
2026-03-16T14:15:00Z,P1,0.545,21.6
2026-03-16T14:15:00Z,P2,1.547,21.6
2026-03-16T14:15:00Z,P3,2.218,21.6
2026-03-16T14:30:00Z,P1,1.635,21.6
2026-03-16T14:30:00Z,P2,3.283,21.6
2026-03-16T14:30:00Z,P3,2.224,21.6
2026-03-16T14:45:00Z,P1,1.616,21.9
2026-03-16T14:45:00Z,P2,3.195,21.9
2026-03-16T14:45:00Z,P3,0.953,21.9
2026-03-16T15:00:00Z,P1,1.681,21.6
2026-03-16T15:00:00Z,P2,2.493,21.6
2026-03-16T15:00:00Z,P3,0.383,21.6
2026-03-16T15:15:00Z,P1,0.434,21.6
2026-03-16T15:15:00Z,P2,2.379,21.6
2026-03-16T15:15:00Z,P3,1.619,21.6
2026-03-16T15:30:00Z,P1,0.331,21.9
2026-03-16T15:30:00Z,P2,1.464,21.9
2026-03-16T15:30:00Z,P3,3.654,21.9
2026-03-16T15:45:00Z,P1,1.929,21.9
2026-03-16T15:45:00Z,P2,0.349,21.9
2026-03-16T15:45:00Z,P3,3.532,21.9
2026-03-16T16:00:00Z,P1,3.723,21.7
2026-03-16T16:00:00Z,P2,2.696,21.7
2026-03-16T16:00:00Z,P3,2.728,21.7
2026-03-16T16:15:00Z,P1,3.694,21.3
2026-03-16T16:15:00Z,P2,4.123,21.3
2026-03-16T16:15:00Z,P3,3.475,21.3
2026-03-16T16:30:00Z,P1,2.264,21.4
2026-03-16T16:30:00Z,P2,2.544,21.4
2026-03-16T16:30:00Z,P3,3.526,21.4
2026-03-16T16:45:00Z,P1,2.015,21.3
2026-03-16T16:45:00Z,P2,2.123,21.3
2026-03-16T16:45:00Z,P3,3.629,21.3
2026-03-16T17:00:00Z,P1,3.365,21.1
2026-03-16T17:00:00Z,P2,2.304,21.1
2026-03-16T17:00:00Z,P3,3.728,21.1
2026-03-16T17:15:00Z,P1,3.728,21.0
2026-03-16T17:15:00Z,P2,0.537,21.0
2026-03-16T17:15:00Z,P3,3.745,21.0
2026-03-16T17:30:00Z,P1,3.670,21.0
2026-03-16T17:30:00Z,P2,3.218,21.0
2026-03-16T17:30:00Z,P3,3.460,21.0
2026-03-16T17:45:00Z,P1,2.882,21.2
2026-03-16T17:45:00Z,P2,4.204,21.2
2026-03-16T17:45:00Z,P3,3.433,21.2
2026-03-16T18:00:00Z,P1,2.441,20.9
2026-03-16T18:00:00Z,P2,4.587,20.9
2026-03-16T18:00:00Z,P3,3.685,20.9
2026-03-16T18:15:00Z,P1,3.115,21.0
2026-03-16T18:15:00Z,P2,3.001,21.0
2026-03-16T18:15:00Z,P3,2.781,21.0
2026-03-16T18:30:00Z,P1,3.722,20.8
2026-03-16T18:30:00Z,P2,2.801,20.8
2026-03-16T18:30:00Z,P3,1.833,20.8
2026-03-16T18:45:00Z,P1,3.683,20.6
2026-03-16T18:45:00Z,P2,4.553,20.6
2026-03-16T18:45:00Z,P3,2.173,20.6
2026-03-16T19:00:00Z,P1,3.239,20.6
2026-03-16T19:00:00Z,P2,3.621,20.6
2026-03-16T19:00:00Z,P3,3.624,20.6
2026-03-16T19:15:00Z,P1,2.435,20.5
2026-03-16T19:15:00Z,P2,2.543,20.5
2026-03-16T19:15:00Z,P3,3.693,20.5
2026-03-16T19:30:00Z,P1,2.510,20.7
2026-03-16T19:30:00Z,P2,4.271,20.7
2026-03-16T19:30:00Z,P3,1.976,20.7
2026-03-16T19:45:00Z,P1,3.647,20.3
2026-03-16T19:45:00Z,P2,3.945,20.3
2026-03-16T19:45:00Z,P3,1.834,20.3
2026-03-16T20:00:00Z,P1,3.763,20.3
2026-03-16T20:00:00Z,P2,0.348,20.3
2026-03-16T20:00:00Z,P3,3.287,20.3
2026-03-16T20:15:00Z,P1,3.615,20.4
2026-03-16T20:15:00Z,P2,1.746,20.4
2026-03-16T20:15:00Z,P3,3.664,20.4
2026-03-16T20:30:00Z,P1,1.995,19.8
2026-03-16T20:30:00Z,P2,2.134,19.8
